nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
MT181988	MT181988_IRE_CTVM19-associated_rhabdovirus	MT181988_IRE/CTVM19-associated_rhabdovirus	NA	NA	NA	NA	NA	11928	IRE/CTVM19-associated rhabdovirus strain BSLab, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT259204	MT259204_Auricularimonavirus_auriculariae	MT259204_Auricularimonavirus_auriculariae	Auricularia heimuer	Auricularia	China	China	NA	11441	Auricularia heimuer negative-stranded RNA virus 1 isolate CCMJ1222, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN803433	MN803433_Schistocephalus_solidus_rhabdovirus	MN803433_Schistocephalus_solidus_rhabdovirus	Schistocephalus solidus	Schistocephalus	USA	USA: Alaska	2018	13341	Schistocephalus solidus rhabdovirus isolate SsRV-SsAE, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN803434	MN803434_Schistocephalus_solidus_jingchuvirus	MN803434_Schistocephalus_solidus_jingchuvirus	Schistocephalus solidus	Schistocephalus	USA	USA: Alaska	2018	6863	Schistocephalus solidus jingchuvirus isolate SsJV-SsAE segment L, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK011194	BK011194_Cytorhabdovirus_trichosanthei	BK011194_Cytorhabdovirus_trichosanthei	Trichosanthes kirilowii	Trichosanthes	NA	NA	NA	12783	TPA_asm: Trichosanthes associated rhabdovirus 1 isolate Shenzhen cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN567480	MN567480_Primus_virus	MN567480_Primus_virus	Aedes vexans	Aedes	Senegal	Senegal: Younoufere	2014	12194	Primus virus isolate Ferlo, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN565681	MN565681_Bremia_lactucae_associated_yuevirus-like_virus_1	MN565681_Bremia_lactucae_associated_yuevirus-like_virus_1	Bremia lactucae	Bremia	Italy	Italy	2018	6427	MAG: Bremia lactucae associated yuevirus-like virus 1 isolate DML-A_DN42891 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514054	LC514054_Triniovirus_yonagoense	LC514054_Triniovirus_yonagoense	Culex tritaeniorhynchus	Culex	Japan	Japan: Ishikawa, Monzenmachi	2017	12745	Culex tritaeniorhynchus Anphevirus 17CxIT-I5-E32 genes for hyppothetical proteins 1-4, RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514055	LC514055_Triniovirus_yonagoense	LC514055_Triniovirus_yonagoense	Culex tritaeniorhynchus	Culex	Japan	Japan: Tottori, Yonago	2017	12756	Culex tritaeniorhynchus Anphevirus 17CxIT-T4-F29 genes for hyppothetical proteins 1-4, RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514056	LC514056_Ohlsrhavirus_pseudovishnui	LC514056_Ohlsrhavirus_pseudovishnui	Culex pseudovishnui	Culex	Japan	Japan: Nagasaki, Isahaya	2017	11507	Culex pseudovishnui rhabdo-like virus 17NGK-Cps-217 genes for nucleoprotein, phosphoprotein, hyppothetical protein, glycoprotein, RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514057	LC514057_Ohlsrhavirus_pseudovishnui	LC514057_Ohlsrhavirus_pseudovishnui	Culex pseudovishnui	Culex	Japan	Japan: Nagasaki, Isahaya	2017	11583	Culex pseudovishnui rhabdo-like virus 17NGK-Cps2-874 genes for nucleoprotein, phosphoprotein, hyppothetical protein, glycoprotein, RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514058	LC514058_Culex_tritaeniorhynchus_Aspiviridae-related_virus	LC514058_Culex_tritaeniorhynchus_Aspiviridae-related_virus	Culex tritaeniorhynchus	Culex	Japan	Japan: Tottori, Yonago	2017	7465	Culex tritaeniorhynchus Aspiviridae-related virus 17CxIT-T4-F19 gene for RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC514403	LC514403_Merhavirus_tritaeniorhynchus	LC514403_Merhavirus_tritaeniorhynchus	Culex tritaeniorhynchus	Culex	Japan	Japan	2017	11228	Culex tritaeniorhynchus rhabdovirus 17CxIT N, P, M, G, L genes for nucleoprotein, phosphoprotein, matrix protein, glycoprotein, RNA-dependent RNA polymerase, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT129693	MT129693_Gudgenby_Calliphora_mononega-like_virus	MT129693_Gudgenby_Calliphora_mononega-like_virus	Calliphora augur	Calliphora	Australia	Australia	2017	12763	Gudgenby Calliphora mononega-like virus strain GudgCaA_DN63315-6 putative nucleoprotein, hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN164438	MN164438_Vesiculovirus_indiana	MN164438_Vesiculovirus_indiana	NA	NA	USA	USA	2017	11161	Vesiculovirus indiana strain Mudd-Summers, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN386971	MN386971_Rhizomonavirus_mali	MN386971_Rhizomonavirus_mali	Malus domestica	Malus	USA	USA: Washington	2018	9234	MAG: Apple virus B isolate WA1 hypothetical protein and polyprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN599998	MN599998_Mivirus_karukeraense	MN599998_Mivirus_karukeraense	Ixodoidea	Ixodoidea	Guadeloupe	Guadeloupe: Martinique	2015	11177	Karukera tick virus isolate GM, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN560630	MN560630_Rondonia_rhabdovirus	MN560630_Rondonia_rhabdovirus	Antricola delacruzi	Antricola	Brazil	Brazil	2017	6517	Rondonia rhabdovirus isolate BR_10 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN560631	MN560631_Rondonia_rhabdovirus	MN560631_Rondonia_rhabdovirus	Antricola delacruzi	Antricola	Brazil	Brazil	2017	4311	Rondonia rhabdovirus isolate BR_11 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN560632	MN560632_Rondonia_rhabdovirus	MN560632_Rondonia_rhabdovirus	Antricola delacruzi	Antricola	Brazil	Brazil	2017	4736	Rondonia rhabdovirus isolate BR_12 putative glycoprotein and RNA-dependent RNA polymerase genes, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN556996	MN556996_Plasmopara_viticola_lesion_associated_mononega_virus_1	MN556996_Plasmopara_viticola_lesion_associated_mononega_virus_1	Plasmopara viticola	Plasmopara	Italy	Italy	2018	7264	Plasmopara viticola lesion associated mononega virus 1 isolate DMG-B_DN53692 RNA dependent RNA polymerase and ORF2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661024	MN661024_Atrato_Chu-like_virus_1	MN661024_Atrato_Chu-like_virus_1	Coquillettidia venezuelensis	Coquillettidia	Colombia	Colombia	2016	6700	Atrato Chu-like virus 1 strain Cqvz 1753-8 segment L cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661026	MN661026_Atrato_Chu-like_virus_1	MN661026_Atrato_Chu-like_virus_1	Coquillettidia venezuelensis	Coquillettidia	Colombia	Colombia	2016	6940	Atrato Chu-like virus 1 strain Cqvz 1759-4 segment L cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661028	MN661028_Atrato_Chu-like_virus_2	MN661028_Atrato_Chu-like_virus_2	Anopheles sp.	Anopheles	Colombia	Colombia	2016	6335	Atrato Chu-like virus 2 strain An 1771-2 segment L cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661034	MN661034_Atrato_Rhabdo-like_virus_3	MN661034_Atrato_Rhabdo-like_virus_3	Culex	Culex	Colombia	Colombia	2016	12076	Atrato Rhabdo-like virus 3 strain Cx 1773-3 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661109	MN661109_Atrato_Rhabdo-like_virus_2	MN661109_Atrato_Rhabdo-like_virus_2	Ochlerotatus serratus	Ochlerotatus	Colombia	Colombia	2016	7194	Atrato Rhabdo-like virus 2 strain Aese 1749-7 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN217667	MN217667_Hebei_tick_virus_1	MN217667_Hebei_tick_virus_1	Ovis aries	Ovis	China	China	2017	6468	Hebei tick virus 1 isolate 201703Hebei RNA-dependent RNA polymerase (L) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN513369	MN513369_Doupovirus_australiaense	MN513369_Doupovirus_australiaense	Culex torrentium	Culex	Sweden	Sweden	2017	13105	Culex mononega-like virus 2 strain SW1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440621	MK440621_Merhavirus_merida	MK440621_Merhavirus_merida	Culex	Culex	Sweden	Sweden	2006	11785	Merida virus isolate OTU4 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440623	MK440623_Doupovirus_australiaense	MK440623_Doupovirus_australiaense	Culex	Culex	Sweden	Sweden	2006	13316	Culex mononega-like virus 2 isolate OTU6 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440629	MK440629_Phyllomonavirus_gysingense	MK440629_Phyllomonavirus_gysingense	Culex	Culex	Sweden	Sweden	2011	9532	Gysinge virus isolate OTU22 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440635	MK440635_Nackenback_virus	MK440635_Nackenback_virus	Culex	Culex	Sweden	Sweden	2011	6128	Nackenback virus isolate OTU38 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440639	MK440639_Vinslov_virus	MK440639_Vinslov_virus	Culex	Culex	Sweden	Sweden	2006	5590	Vinslov virus isolate OTU47 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440640	MK440640_Culicidavirus_quitotaense	MK440640_Culicidavirus_quitotaense	Culex	Culex	Sweden	Sweden	2009	11954	Culex mosquito virus 4 isolate OTU50 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440643	MK440643_Culex_mononega-like_virus_1	MK440643_Culex_mononega-like_virus_1	Culex	Culex	Sweden	Sweden	2009	6604	Culex mononega-like virus 1 isolate OTU53 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN095545	MN095545_Changping_mivirus	MN095545_Changping_mivirus	Rhipicephalus sanguineus	Rhipicephalus	Thailand	Thailand	2012	10031	Changping mivirus isolate Thailand tick chuvirus 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC431581	LC431581_Feline_paramyxovirus_163	LC431581_Feline_paramyxovirus_163	Felis catus	Felis	Japan	Japan: Kyoto, Kameoka	NA	16767	Feline paramyxovirus 163 viral cRNA, nearly complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013386	MN013386_Guadeloupe_Culex_rhabdovirus	MN013386_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14405	Guadeloupe Culex rhabdovirus strain 2017-PB-CQM-1-3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013387	MN013387_Guadeloupe_Culex_rhabdovirus	MN013387_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14365	Guadeloupe Culex rhabdovirus strain 2017-PB-CQF-1-5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013388	MN013388_Guadeloupe_Culex_rhabdovirus	MN013388_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14362	Guadeloupe Culex rhabdovirus strain 2017-PB-CQF-5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013389	MN013389_Guadeloupe_Culex_rhabdovirus	MN013389_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14384	Guadeloupe Culex rhabdovirus strain 2017-PB-CQM-1-4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013390	MN013390_Guadeloupe_Culex_rhabdovirus	MN013390_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14384	Guadeloupe Culex rhabdovirus strain 2017-PB-CQM-1-5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013392	MN013392_Guadeloupe_Culex_rhabdovirus	MN013392_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2017	14244	Guadeloupe Culex rhabdovirus strain 2017-PB-CQM-1-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN013393	MN013393_Guadeloupe_Culex_rhabdovirus	MN013393_Guadeloupe_Culex_rhabdovirus	Culex quinquefasciatus	Culex	Guadeloupe	Guadeloupe	2016	14389	Guadeloupe Culex rhabdovirus strain 2016-Ab-CQF, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053735	MN053735_Guadeloupe_mosquito_mononega-like_virus	MN053735_Guadeloupe_mosquito_mononega-like_virus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	12573	Guadeloupe mosquito mononega-like virus strain Ab-AAF-1-3/1 nucleoprotein (orf1), hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053736	MN053736_Guadeloupe_mosquito_mononega-like_virus	MN053736_Guadeloupe_mosquito_mononega-like_virus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	12034	Guadeloupe mosquito mononega-like virus strain Ab-AAF-1-3/2 nucleoprotein (orf1), hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053737	MN053737_Aedes_aegypti_anphevirus	MN053737_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	12745	Aedes aegypti anphevirus strain Ab-AAM-1-4 nucleoprotein (orf1) gene, partial cds; and hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053738	MN053738_Aedes_aegypti_anphevirus	MN053738_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	12814	Aedes aegypti anphevirus strain Ab-AAF-1-4 nucleoprotein (orf1), hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053739	MN053739_Aedes_aegypti_anphevirus	MN053739_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2016	12711	Aedes aegypti anphevirus strain Ab-AAF nucleoprotein (orf1), hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053740	MN053740_Aedes_aegypti_anphevirus	MN053740_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	12761	Aedes aegypti anphevirus strain Ab-AAM-1-2 nucleoprotein (orf1), hypothetical protein (orf2), glycoprotein (orf3), glycoprotein (orf4), hypothetical protein (orf5), and RNA-dependent RNA polymerase (orf6) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053741	MN053741_Aedes_aegypti_anphevirus	MN053741_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	7364	Aedes aegypti anphevirus strain Ab-AAF-5 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053742	MN053742_Aedes_aegypti_anphevirus	MN053742_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	7399	Aedes aegypti anphevirus strain Ab-AAM-1-3 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053743	MN053743_Aedes_aegypti_anphevirus	MN053743_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	7386	Aedes aegypti anphevirus strain Ab-AAM-1-5 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN053744	MN053744_Aedes_aegypti_anphevirus	MN053744_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Guadeloupe	Guadeloupe	2017	7425	Aedes aegypti anphevirus strain Ab-AAF-1-1 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK934319	MK934319_Vesiculovirus_indiana	MK934319_Vesiculovirus_indiana	Equus caballus	Equus	USA	USA	1997	10955	Vesicular stomatitis Indiana virus isolate CO97E/97-31247, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK934320	MK934320_Vesiculovirus_indiana	MK934320_Vesiculovirus_indiana	Bos taurus	Bos	Honduras	Honduras	1983	11130	Vesicular stomatitis Indiana virus isolate Hon83B/L-2-83, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK934321	MK934321_Vesiculovirus_indiana	MK934321_Vesiculovirus_indiana	Bos taurus	Bos	El Salvador	El Salvador	1985	11148	Vesicular stomatitis Indiana virus isolate ES85B/L-134-85, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN148800	MN148800_Ephemerovirus_febris	MN148800_Ephemerovirus_febris	Bos taurus	Bos	Mayotte	Mayotte: Brandaboua	2017	14822	Bovine ephemeral fever virus isolate 17018MAY_7635, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN148801	MN148801_Ephemerovirus_febris	MN148801_Ephemerovirus_febris	Bos taurus	Bos	Mayotte	Mayotte: Dembeni	2017	14839	Bovine ephemeral fever virus isolate 17021MAY_7645, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN025503	MN025503_Alpharicinrhavirus_blanchesco	MN025503_Alpharicinrhavirus_blanchesco	Amblyomma ovale	Amblyomma	Trinidad and Tobago	Trinidad and Tobago	2017	11512	Blanchseco virus isolate TTP-Pool-17, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN025520	MN025520_Mivirus_sp_	MN025520_Mivirus_sp.	Rhipicephalus sanguineus	Rhipicephalus	Trinidad and Tobago	Trinidad and Tobago	2017	11272	Mivirus sp. isolate TTP-Pool-7, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH982249	MH982249_Cytorhabdovirus_betatrifolii	MH982249_Cytorhabdovirus_betatrifolii	Trifolium pratense	Trifolium	Czech Republic	Czech Republic	2014	13875	Trifolium pratense virus B isolate 1/2014 putative N protein, putative P protein, putative P3 protein, putative M protein, putative G protein, and putative L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN035109	MN035109_Aspiviridae_sp_	MN035109_Aspiviridae_sp.	NA	NA	USA	USA: Hopland, California	NA	8119	MAG: Aspiviridae sp. isolate H1_Rhizo_27_scaffold_82 hypothetical protein (H1Rhizo2782_000001) and RNA-dependent RNA polymerase (H1Rhizo2782_000002) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK613994	MK613994_Vesiculovirus_newjersey	MK613994_Vesiculovirus_newjersey	Bos taurus	Bos	Mexico	Mexico	2003	11123	Vesicular stomatitis New Jersey virus isolate NJ03CPB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH778545	MH778545_Betanucleorhabdovirus_mali	MH778545_Betanucleorhabdovirus_mali	Malus domestica	Malus	South Korea	South Korea	2014	14043	Apple rootstock virus A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH688549	MH688549_Mivirus_boleense	MH688549_Mivirus_boleense	Hyalomma asiaticum	Hyalomma	China	China	2015	11182	Bole Tick Virus 3 strain 15-XJH polymerase, glycoprotein, and nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH688550	MH688550_Mivirus_boleense	MH688550_Mivirus_boleense	Hyalomma asiaticum	Hyalomma	China	China	2015	11131	Bole Tick Virus 3 strain 15-XJL polymerase, glycoprotein, and nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH688551	MH688551_Mivirus_boleense	MH688551_Mivirus_boleense	Dermacentor nuttalli	Dermacentor	China	China	2015	10390	Bole Tick Virus 3 strain 15-CYH polymerase, glycoprotein, and nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH688553	MH688553_Mivirus_boleense	MH688553_Mivirus_boleense	Hyalomma detritum	Hyalomma	China	China	2015	11161	Bole Tick Virus 3 strain 15-YD polymerase, glycoprotein, and nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH707450	MH707450_Grenada_mosquito_rhabdovirus_1	MH707450_Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	Culex	India	India	2017	14420	Grenada mosquito rhabdovirus 1 isolate IVRI-2017, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH756623	MH756623_Ephemerovirus_febris	MH756623_Ephemerovirus_febris	Bos taurus	Bos	China	China	2017	14943	Bovine ephemeral fever virus isolate Bovine/China/Guangdong/2017, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH620817	MH620817_Lampyris_noctiluca_rhabdo-like_virus_1	MH620817_Lampyris_noctiluca_rhabdo-like_virus_1	Lampyris noctiluca	Lampyris	Finland	Finland	2017	6218	Lampyris noctiluca rhabdo-like virus 1 isolate 17FIN6 segment 3, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH620818	MH620818_Scarabeuvirus_lampyris	MH620818_Scarabeuvirus_lampyris	Lampyris noctiluca	Lampyris	Finland	Finland	2017	6829	Lampyris noctiluca chuvirus-like virus 1 isolate 17FIN7 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH643740	MH643740_Tetrastichus_brontispae_RNA_virus_1	MH643740_Tetrastichus_brontispae_RNA_virus_1	Tetrastichus brontispae	Tetrastichus	China	China	2017	12165	Tetrastichus brontispae RNA virus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH822963	MH822963_Madalivirus_amazonaense	MH822963_Madalivirus_amazonaense	Anopheles darlingi	Anopheles	Brazil	Brazil	2015	12512	Anopheles darlingi virus isolate MAC, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH822964	MH822964_Madalivirus_amazonaense	MH822964_Madalivirus_amazonaense	Anopheles darlingi	Anopheles	Brazil	Brazil	2015	12521	Anopheles darlingi virus isolate MAN, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH822965	MH822965_Madalivirus_amapaense	MH822965_Madalivirus_amapaense	NA	NA	Brazil	Brazil	2015	12265	Anopheles marajoara virus isolate AMA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK397811	MK397811_Micropterus_salmoides_rhabdovirus	MK397811_Micropterus_salmoides_rhabdovirus	Micropterus salmoides	Micropterus	China	China	2017	11526	Micropterus salmoides rhabdovirus strain MSRV-YH01, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH926029	MH926029_Betapaprhavirus_frugiperda	MH926029_Betapaprhavirus_frugiperda	Bombyx mori	Bombyx	USA	USA	NA	13573	Spodoptera frugiperda rhabdovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH926030	MH926030_Betapaprhavirus_frugiperda	MH926030_Betapaprhavirus_frugiperda	Heliothis subflexa	Heliothis	USA	USA	NA	13190	Spodoptera frugiperda rhabdovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH926031	MH926031_Betapaprhavirus_frugiperda	MH926031_Betapaprhavirus_frugiperda	Spodoptera frugiperda	Spodoptera	USA	USA	NA	13271	Spodoptera frugiperda rhabdovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH105245	MH105245_Ephemerovirus_febris	MH105245_Ephemerovirus_febris	Bos taurus	Bos	Thailand	Thailand	2016	14943	Bovine ephemeral fever virus strain EastAsia/TH/LRI0045/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH720470	MH720470_Cytorhabdovirus_oryzae	MH720470_Cytorhabdovirus_oryzae	Oryza sativa	Oryza	China	China: Wuzhou	2017	12774	Rice stripe mosaic virus isolate WZ9, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG489864	MG489864_Lepeophtheirus_virus_LS24	MG489864_Lepeophtheirus_virus_LS24	Lepeophtheirus salmonis	Lepeophtheirus	Norway	Norway	2014	12434	Lepeophtheirus virus LS24, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH477287	MH477287_Formivirus_angliae	MH477287_Formivirus_angliae	Formica fusca	Formica	United Kingdom	United Kingdom	2016	9851	Formica fusca virus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH477288	MH477288_Alphahymrhavirus_neglectus	MH477288_Alphahymrhavirus_neglectus	Lasius neglectus	Lasius	United Kingdom	United Kingdom	2016	12041	Lasius neglectus virus 2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH267691	MH267691_Apis_rhabdovirus_1	MH267691_Apis_rhabdovirus_1	Apis mellifera	Apis	Sweden	Sweden	2009	14583	Apis rhabdovirus 1 isolate ARV-1_MR, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
