nt_uid	nt_accession	nt_organism	nt_title	nt_slen	tax_id	total_number_of_sequences	input_tax_id
2163657284	MW239287	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con214 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	3211	2585031	1108	2585031
2163657282	MW239286	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con170 hypothetical protein gene, partial cds	648	2585031	1108	2585031
2163657278	MW239284	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con149 hypothetical protein gene, partial cds	675	2585031	1108	2585031
2163657274	MW239282	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con94 hypothetical protein gene, partial cds	720	2585031	1108	2585031
2163657271	MW239281	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con73 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2704	2585031	1108	2585031
2163657268	MW239280	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con65 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2809	2585031	1108	2585031
2163657264	MW239279	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con58 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	3090	2585031	1108	2585031
2163657262	MW239278	Riboviria sp.	MAG: Riboviria sp. isolate wagtail171con55 hypothetical protein gene, partial cds	1038	2585031	1108	2585031
2163657258	MW239276	Riboviria sp.	MAG: Riboviria sp. isolate wagtail88con72 hypothetical protein gene, partial cds	879	2585031	1108	2585031
2163657256	MW239275	Riboviria sp.	MAG: Riboviria sp. isolate wagtail88con63 hypothetical protein gene, partial cds	987	2585031	1108	2585031
2163657254	MW239274	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit164con33 hypothetical protein gene, partial cds	603	2585031	1108	2585031
2163657252	MW239273	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit164con18 hypothetical protein gene, partial cds	1095	2585031	1108	2585031
2163657249	MW239272	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit164con17 hypothetical protein 1 and hypothetical protein 2 genes, partial cds	3012	2585031	1108	2585031
2163657247	MW239271	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con206 hypothetical protein gene, partial cds	1062	2585031	1108	2585031
2163657244	MW239270	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con203 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2050	2585031	1108	2585031
2163657242	MW239269	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con117 hypothetical protein gene, partial cds	720	2585031	1108	2585031
2163657240	MW239268	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con98 hypothetical protein gene, partial cds	771	2585031	1108	2585031
2163657238	MW239267	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con58 hypothetical protein gene, complete cds	3078	2585031	1108	2585031
2163657235	MW239266	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con25 hypothetical protein 2 and hypothetical protein 1 genes, complete cds	4600	2585031	1108	2585031
2163657233	MW239265	Riboviria sp.	MAG: Riboviria sp. isolate long-tailedtit163con17 hypothetical protein gene, partial cds	1009	2585031	1108	2585031
2163657229	MW239263	Riboviria sp.	MAG: Riboviria sp. isolate jynxtorquilla32con17 hypothetical protein gene, partial cds	1071	2585031	1108	2585031
2163657226	MW239262	Riboviria sp.	MAG: Riboviria sp. isolate jay154con16 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	3225	2585031	1108	2585031
2163657222	MW239260	Riboviria sp.	MAG: Riboviria sp. isolate hornbill69con19 hypothetical protein gene, partial cds	711	2585031	1108	2585031
2163657219	MW239259	Riboviria sp.	MAG: Riboviria sp. isolate Grey-backedThrush105con62 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2933	2585031	1108	2585031
2163657216	MW239258	Riboviria sp.	MAG: Riboviria sp. isolate Grey-backedThrush105con29 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	4596	2585031	1108	2585031
2163657214	MW239257	Riboviria sp.	MAG: Riboviria sp. isolate Grey-backedThrush105con12 hypothetical protein gene, partial cds	1257	2585031	1108	2585031
2163657208	MW239254	Riboviria sp.	MAG: Riboviria sp. isolate goldenpheasant222con20 hypothetical protein gene, partial cds	1448	2585031	1108	2585031
2163657200	MW239250	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con176 hypothetical protein gene, partial cds	1116	2585031	1108	2585031
2163657198	MW239249	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con155 hypothetical protein gene, complete cds	9308	2585031	1108	2585031
2163657196	MW239248	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con136 hypothetical protein gene, partial cds	777	2585031	1108	2585031
2163657194	MW239247	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con130 hypothetical protein gene, partial cds	1644	2585031	1108	2585031
2163657191	MW239246	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con122 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	3191	2585031	1108	2585031
2163657189	MW239245	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con109 hypothetical protein gene, partial cds	732	2585031	1108	2585031
2163657186	MW239244	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con104 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2944	2585031	1108	2585031
2163657182	MW239242	Riboviria sp.	MAG: Riboviria sp. isolate Flycatcher172con8 hypothetical protein gene, partial cds	765	2585031	1108	2585031
2163657180	MW239241	Riboviria sp.	MAG: Riboviria sp. isolate flamingo67con117 hypothetical protein gene, partial cds	1236	2585031	1108	2585031
2163657178	MW239240	Riboviria sp.	MAG: Riboviria sp. isolate flamingo67con115 hypothetical protein gene, partial cds	1140	2585031	1108	2585031
2163657176	MW239239	Riboviria sp.	MAG: Riboviria sp. isolate ElliotsPheasant225con14 hypothetical protein gene, partial cds	657	2585031	1108	2585031
2163657172	MW239238	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con177 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	14693	2585031	1108	2585031
2163657169	MW239237	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con174 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2472	2585031	1108	2585031
2163657167	MW239236	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con142 hypothetical protein gene, partial cds	1644	2585031	1108	2585031
2163657164	MW239235	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con139 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2451	2585031	1108	2585031
2163657161	MW239234	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con47 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	2613	2585031	1108	2585031
2163657159	MW239233	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con46 hypothetical protein gene, partial cds	1149	2585031	1108	2585031
2163657157	MW239232	Riboviria sp.	MAG: Riboviria sp. isolate EasternCrownedWarbler123con33 hypothetical protein gene, partial cds	915	2585031	1108	2585031
2163657154	MW239231	Riboviria sp.	MAG: Riboviria sp. isolate duskywarbler184con59 hypothetical protein 1 and hypothetical protein 2 genes, partial cds	3259	2585031	1108	2585031
2163657152	MW239230	Riboviria sp.	MAG: Riboviria sp. isolate duskywarbler184con54 hypothetical protein gene, partial cds	633	2585031	1108	2585031
2163657149	MW239229	Riboviria sp.	MAG: Riboviria sp. isolate duskywarbler184con41 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	2888	2585031	1108	2585031
2163657145	MW239228	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con82 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 and hypothetical protein 3 genes, complete cds	2279	2585031	1108	2585031
2163657142	MW239227	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con23 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2750	2585031	1108	2585031
2163657139	MW239226	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con22 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2364	2585031	1108	2585031
2163657136	MW239225	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con21 hypothetical protein 1 and hypothetical protein 2 genes, partial cds	2615	2585031	1108	2585031
2163657133	MW239224	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con15 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2959	2585031	1108	2585031
2163657130	MW239223	Riboviria sp.	MAG: Riboviria sp. isolate DuskyWarbler62con8 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2529	2585031	1108	2585031
1698238101	MN035079	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_15_scaffold_390 RNA-dependent RNA polymerase (H3RhizoLitter15390_000001) and hypothetical protein (H3RhizoLitter15390_000002) genes, complete cds	3545	2585031	1108	2585031
1698238092	MN035077	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_435 hypothetical protein (H1Bulk30435_000001) gene, complete cds; and RNA-dependent RNA polymerase (H1Bulk30435_000002) gene, partial cds	3363	2585031	1108	2585031
1698238081	MN035072	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_45_scaffold_20799 sequence	1236	2585031	1108	2585031
1698238074	MN035069	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_27_scaffold_9281 sequence	1534	2585031	1108	2585031
1698238070	MN035067	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_9370 RNA-dependent RNA polymerase (H3BulkLitter169370_000001) gene, partial cds; and hypothetical protein (H3BulkLitter169370_000002) gene, complete cds	1356	2585031	1108	2585031
1698238031	MN035053	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_34 hypothetical protein (H1Bulk3034_000001) and RNA-dependent RNA polymerase (H1Bulk3034_000002) genes, complete cds	6076	2585031	1108	2585031
1698238008	MN035044	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_48_scaffold_43126 sequence	1322	2585031	1108	2585031
1698238003	MN035042	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_21_scaffold_12530 sequence	1418	2585031	1108	2585031
1698237998	MN035040	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_47_scaffold_7653 sequence	1646	2585031	1108	2585031
1698237976	MN035030	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_8289 sequence	1703	2585031	1108	2585031
1698237926	MN035010	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_13_scaffold_1549 hypothetical protein (H3RhizoLitter131549_000001) and RNA-dependent RNA polymerase (H3RhizoLitter131549_000002) genes, partial cds	2275	2585031	1108	2585031
1698237923	MN035009	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_2874 hypothetical protein (H4BulkLitter242874_000001) and RNA-dependent RNA polymerase (H4BulkLitter242874_000002) genes, complete cds	2308	2585031	1108	2585031
1698237920	MN035008	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_5233 RNA-dependent RNA polymerase (H4RhizoLitter195233_000001) and hypothetical protein (H4RhizoLitter195233_000002) genes, partial cds	1971	2585031	1108	2585031
1698237919	MN035007	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_139597 sequence	1127	2585031	1108	2585031
1698237911	MN035003	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_8_scaffold_8526 hypothetical protein (H2RhizoLitter88526_000001) and RNA-dependent RNA polymerase (H2RhizoLitter88526_000002) genes, complete cds	2201	2585031	1108	2585031
1698237899	MN034997	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_29476 sequence	1062	2585031	1108	2585031
1698237898	MN034996	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_3764 sequence	1916	2585031	1108	2585031
1698237882	MN034988	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_29_scaffold_397 hypothetical protein (H1Bulk29397_000001) gene, partial cds; RNA-dependent RNA polymerase (H1Bulk29397_000002) gene, complete cds; and hypothetical protein (H1Bulk29397_000003) gene, partial cds	3856	2585031	1108	2585031
1698237875	MN034985	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_508 hypothetical protein (H2Bulk35508_000001) and RNA-dependent RNA polymerase (H2Bulk35508_000002) genes, complete cds	3559	2585031	1108	2585031
1698237868	MN034982	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_5380 RNA-dependent RNA polymerase (H4Rhizo435380_000001) and hypothetical protein (H4Rhizo435380_000002) genes, partial cds	1862	2585031	1108	2585031
1698237813	MN034965	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_4354 sequence	1760	2585031	1108	2585031
1698237806	MN034961	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_5566 sequence	1590	2585031	1108	2585031
1698237799	MN034956	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_49137 sequence	1280	2585031	1108	2585031
1698237793	MN034954	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_31_scaffold_589 RNA-dependent RNA polymerase (H2Rhizo31589_000001) gene, complete cds; and hypothetical protein (H2Rhizo31589_000002) gene, partial cds	3853	2585031	1108	2585031
1698237766	MN034943	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_7_scaffold_6981 sequence	1375	2585031	1108	2585031
1698237762	MN034941	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_11_967 sequence	3119	2585031	1108	2585031
1698237694	MN034917	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_2389 sequence	2118	2585031	1108	2585031
1698237683	MN034911	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_31_scaffold_6253 sequence	1773	2585031	1108	2585031
1698237661	MN034905	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_21401 hypothetical protein (H4Bulk4621401_000001) and RNA-dependent RNA polymerase (H4Bulk4621401_000002) genes, partial cds	1303	2585031	1108	2585031
1698237637	MN034897	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_13550 sequence	1149	2585031	1108	2585031
1698237607	MN034889	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_44_scaffold_17072 RNA-dependent RNA polymerase (H4Rhizo4417072_000001) and hypothetical protein (H4Rhizo4417072_000002) genes, partial cds	1197	2585031	1108	2585031
1698237604	MN034886	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_47_scaffold_18292 sequence	1249	2585031	1108	2585031
1698237603	MN034885	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_17662 sequence	1177	2585031	1108	2585031
1698237585	MN034878	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_41_scaffold_23943 sequence	1109	2585031	1108	2585031
1698237582	MN034877	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_522 RNA-dependent RNA polymerase (H2Bulk35522_000001) and hypothetical protein (H2Bulk35522_000002) genes, complete cds	3539	2585031	1108	2585031
1698237574	MN034873	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_13_scaffold_4148 sequence	1633	2585031	1108	2585031
1698237534	MN034859	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_48_scaffold_923 hypothetical protein (H4Bulk48923_000001) gene, partial cds; and RNA-dependent RNA polymerase (H4Bulk48923_000002) gene, complete cds	2966	2585031	1108	2585031
1698237482	MN034836	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_11031 sequence	1278	2585031	1108	2585031
1698237451	MN034825	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_2507 hypothetical protein (H4Rhizo432507_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Rhizo432507_000002) gene, partial cds	2352	2585031	1108	2585031
1698237446	MN034823	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_22_scaffold_6763 sequence	1781	2585031	1108	2585031
1698237441	MN034821	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_7_scaffold_461 hypothetical protein (H2RhizoLitter7461_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2RhizoLitter7461_000002) and hypothetical protein (H2RhizoLitter7461_000003) genes, complete cds	3438	2585031	1108	2585031
1698237429	MN034817	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_462 hypothetical protein (H3BulkLitter16462_000001) gene, partial cds; RNA-dependent RNA polymerase (H3BulkLitter16462_000002) gene, complete cds; and hypothetical protein (H3BulkLitter16462_000003) gene, partial cds	4915	2585031	1108	2585031
1698237410	MN034810	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_37_scaffold_6692 sequence	1197	2585031	1108	2585031
1698237409	MN034809	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_5_scaffold_15673 sequence	1382	2585031	1108	2585031
1698237385	MN034799	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_3133 hypothetical protein (H4BulkLitter243133_000001) and RNA-dependent RNA polymerase (H4BulkLitter243133_000002) genes, partial cds	2256	2585031	1108	2585031
1698237382	MN034798	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_4242 hypothetical protein (H2BulkLitter104242_000001) and RNA-dependent RNA polymerase (H2BulkLitter104242_000002) genes, partial cds	1768	2585031	1108	2585031
1698237374	MN034795	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_28_FD_scaffold_18038 hypothetical protein (H1Bulk28FD18038_000001) gene, complete cds; and RNA-dependent RNA polymerase (H1Bulk28FD18038_000002) gene, partial cds	1185	2585031	1108	2585031
1698237312	MN034776	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_5779 hypothetical protein (H2RhizoLitter495779_000001) gene, complete cds; and RNA-dependent RNA polymerase (H2RhizoLitter495779_000002) gene, partial cds	2552	2585031	1108	2585031
1698237311	MN034775	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_13_scaffold_65 sequence	6254	2585031	1108	2585031
1698237245	MN034754	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_8946 RNA-dependent RNA polymerase (H1BulkLitter68946_000001) and hypothetical protein (H1BulkLitter68946_000002) genes, partial cds	1402	2585031	1108	2585031
1698237235	MN034751	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_2733 RNA-dependent RNA polymerase (H2Bulk362733_000001) gene, partial cds; hypothetical protein (H2Bulk362733_000002) gene, complete cds; and hypothetical protein (H2Bulk362733_000003) gene, partial cds	1689	2585031	1108	2585031
1698237234	MN034750	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_42_scaffold_1645 sequence	2415	2585031	1108	2585031
1698237231	MN034749	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_7_scaffold_10919 hypothetical protein (H2RhizoLitter710919_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2RhizoLitter710919_000002) gene, complete cds	1502	2585031	1108	2585031
1698237204	MN034739	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_5015 RNA-dependent RNA polymerase (H2Bulk365015_000001) gene, complete cds; and hypothetical protein (H2Bulk365015_000002) gene, partial cds	2222	2585031	1108	2585031
1698237172	MN034730	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_15528 sequence	1169	2585031	1108	2585031
1698237162	MN034727	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_15397 sequence	1856	2585031	1108	2585031
1698237147	MN034721	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_42_scaffold_7300 hypothetical protein (H3Bulk427300_000001) gene, partial cds; RNA-dependent RNA polymerase (H3Bulk427300_000002) gene, complete cds; and hypothetical protein (H3Bulk427300_000003) gene, partial cds	1511	2585031	1108	2585031
1698237134	MN034716	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_5_scaffold_8366 sequence	1738	2585031	1108	2585031
1698237132	MN034714	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_953 sequence	2809	2585031	1108	2585031
1698237123	MN034711	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_42_scaffold_15316 sequence	1170	2585031	1108	2585031
1698237104	MN034706	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_258 RNA-dependent RNA polymerase (H4BulkLitter23258_000001), hypothetical protein (H4BulkLitter23258_000002), and hypothetical protein (H4BulkLitter23258_000003) genes, complete cds	4098	2585031	1108	2585031
1698237098	MN034704	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_9730 RNA-dependent RNA polymerase (H2Bulk369730_000001) and hypothetical protein (H2Bulk369730_000002) genes, partial cds	1176	2585031	1108	2585031
1698237078	MN034697	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_35 hypothetical protein (H1Rhizo26FD35_000001) and RNA-dependent RNA polymerase (H1Rhizo26FD35_000002) genes, complete cds	8890	2585031	1108	2585031
1698237072	MN034694	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_287 hypothetical protein (H1BulkLitter6287_000001) and RNA-dependent RNA polymerase (H1BulkLitter6287_000002) genes, complete cds; and hypothetical protein (H1BulkLitter6287_000003) gene, partial cds	4196	2585031	1108	2585031
1698237016	MN034666	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_33_scaffold_8219 sequence	1689	2585031	1108	2585031
1698236970	MN034643	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_45_scaffold_200 RNA-dependent RNA polymerase (H4Rhizo45200_000001) and hypothetical protein (H4Rhizo45200_000002) genes, partial cds	4294	2585031	1108	2585031
1698236926	MN034624	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_28_FD_scaffold_676 RNA-dependent RNA polymerase (H1Bulk28FD676_000001) gene, partial cds; and hypothetical protein (H1Bulk28FD676_000002) gene, complete cds	2112	2585031	1108	2585031
1698236907	MN034617	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_3397 sequence	1911	2585031	1108	2585031
1698236906	MN034616	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_3369 sequence	1881	2585031	1108	2585031
1698236905	MN034615	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_6823 sequence	1492	2585031	1108	2585031
1698236878	MN034600	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_11024 sequence	1483	2585031	1108	2585031
1698236853	MN034591	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_5_scaffold_5333 RNA-dependent RNA polymerase (H1BulkLitter55333_000001) gene, partial cds; and hypothetical protein (H1BulkLitter55333_000002) gene, complete cds	2048	2585031	1108	2585031
1698236804	MN034572	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_27_scaffold_16471 sequence	1244	2585031	1108	2585031
1698236803	MN034571	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_5849 sequence	1608	2585031	1108	2585031
1698236802	MN034570	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_3757 sequence	2198	2585031	1108	2585031
1698236783	MN034560	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_1350 sequence	3031	2585031	1108	2585031
1698236757	MN034549	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_22_scaffold_58505 sequence	1089	2585031	1108	2585031
1698236726	MN034538	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_32_scaffold_6914 RNA-dependent RNA polymerase (H2Rhizo326914_000001) gene, partial cds; and hypothetical protein (H2Rhizo326914_000002) gene, complete cds	1760	2585031	1108	2585031
1698236695	MN034526	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_25273 RNA-dependent RNA polymerase (H4RhizoL1925273_000001) and hypothetical protein (H4RhizoL1925273_000002) genes, complete cds; and hypothetical protein (H4RhizoL1925273_000003) gene, partial cds	1148	2585031	1108	2585031
1698236674	MN034518	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_451 RNA-dependent RNA polymerase (H1Bulk30451_000001) gene, partial cds; and hypothetical protein (H1Bulk30451_000002) gene, complete cds	3328	2585031	1108	2585031
1698236665	MN034514	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_5561 sequence	1935	2585031	1108	2585031
1698236638	MN034502	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_17_scaffold_11591 sequence	1647	2585031	1108	2585031
1698236635	MN034501	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_28_FD_scaffold_105 hypothetical protein (H1Bulk28FD105_000001) and RNA-dependent RNA polymerase (H1Bulk28FD105_000002) genes, complete cds	3910	2585031	1108	2585031
1698236630	MN034499	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_29_scaffold_2162 sequence	2297	2585031	1108	2585031
1698236622	MN034496	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_32 hypothetical protein (H1BulkLitter632_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1BulkLitter632_000002) gene, complete cds	14918	2585031	1108	2585031
1698236615	MN034493	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_5277 hypothetical protein (H4RhizoLitter205277_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4RhizoLitter205277_000002) gene, partial cds	1645	2585031	1108	2585031
1698236587	MN034480	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_15_scaffold_15155 RNA-dependent RNA polymerase (H3RhizoL1515155_000001) gene, partial cds; and RNA-dependent RNA polymerase (H3RhizoL1515155_000002) gene, complete cds	1021	2585031	1108	2585031
1698236586	MN034479	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_33_scaffold_1661 sequence	2873	2585031	1108	2585031
1698236560	MN034468	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_36397 sequence	1086	2585031	1108	2585031
1698236485	MN034443	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_Litter_3_573 RNA-dependent RNA polymerase (H1RhizoLitter3573_000001) gene, complete cds; and hypothetical protein (H1RhizoLitter3573_000002) gene, partial cds	4209	2585031	1108	2585031
1698236462	MN034433	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_12876 sequence	1293	2585031	1108	2585031
1698236428	MN034416	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_2771 hypothetical protein (H4Rhizo432771_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Rhizo432771_000002) gene, partial cds	2282	2585031	1108	2585031
