sample_id	'ref_id	'total_reads	'mapped_reads	'average_cov	'norm_average_cov	'percentage_covered	'mosquito_id	'genus_species	'Location	'Batch	'LibPool	'percentage_mapped	'rRNA	'Batch_rounded
F1164	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'14379948	'2105	'77.950591868245	'5.42078398810934	'79.52	'F1164	'Aedes albopictus	'Pursat	'12.2	'12	'0.0146384395826744	'18S	'12
F1165	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'9654426	'13104	'485.046834791559	'50.240877582112	'98.66	'F1165	'Aedes albopictus	'Pursat	'2.1	'2	'0.135730492936608	'18S	'2
F1167	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'12688622	'4119	'153.913535769429	'12.1300434175932	'97.17	'F1167	'Aedes albopictus	'Pursat	'12.2	'12	'0.0324621538887359	'18S	'12
F1168	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10210344	'5109	'191.640247040659	'18.7692253111804	'94.39	'F1168	'Aedes albopictus	'Pursat	'12.2	'12	'0.0500374913910834	'18S	'12
F1171	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'13368048	'4614	'168.428203808543	'12.5993117176527	'99.38	'F1171	'Aedes albopictus	'Pursat	'12.2	'12	'0.0345151363908927	'18S	'12
F1341	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'13828390	'1262	'47.2192485846629	'3.41465988337492	'99.07	'F1341	'Aedes albopictus	'Kompong Thom	'1.1	'1	'0.00912615279146741	'18S	'1
F1342	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'14561332	'218	'7.74781266083376	'0.53208131377224	'89.45	'F1342	'Aedes albopictus	'Kompong Thom	'1.2	'1	'0.00149711578583608	'18S	'1
F1343	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'9529354	'1067	'38.201749871333	'4.00884990434115	'95.73	'F1343	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0111969814533073	'18S	'7
F1344	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10417470	'2928	'95.0998455995883	'9.12888115824555	'96.86	'F1344	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.028106632416508	'18S	'7
F1345	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10437050	'2151	'80.7035512094699	'7.73241013595507	'97.01	'F1345	'Aedes albopictus	'Kompong Thom	'5.2	'5	'0.0206092717769868	'18S	'5
F1348	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'12380086	'205	'6.88883170355121	'0.556444575873803	'92.79	'F1348	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.00165588510451381	'18S	'7
F1349	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10342374	'559	'19.7586206896552	'1.9104531212713	'88.16	'F1349	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.00540494861237855	'18S	'7
F1350	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10664650	'1116	'39.0236747297993	'3.65916131610501	'96.24	'F1350	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0104644784404551	'18S	'7
F1508	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'12379428	'8907	'335.432321152856	'27.0959466909825	'99.38	'F1508	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.071950012553084	'18S	'10
F1509	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'13942914	'15824	'596.520329387545	'42.783045881768	'99.38	'F1509	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.113491340475886	'18S	'10
F1511	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10745084	'26333	'991.839938239835	'92.3063922292125	'99.13	'F1511	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.245070210712173	'18S	'1
F1513	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'7785214	'283	'10.5311374163664	'1.35271007532567	'95.06	'F1513	'Aedes albopictus	'Preah Vihear	'4.1	'4	'0.003635095965249	'18S	'4
F1514	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10419326	'3479	'131.423057128152	'12.6133933354377	'99.59	'F1514	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.0333898756982937	'18S	'10
F1515	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'9741362	'15461	'582.791559444159	'59.8264964841835	'99.9	'F1515	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.158714972300588	'18S	'1
F1516	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'6798842	'4986	'188.002058672156	'27.6520705543909	'72.83	'F1516	'Aedes albopictus	'Preah Vihear	'17	'20	'0.0733360181042595	'18S	'17
F1517	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10722820	'3257	'122.448790530108	'11.4194578040206	'99.38	'F1517	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.0303744723869281	'18S	'10
F1518	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'14627864	'38786	'1462.35717961915	'99.970657344035	'99.69	'F1518	'Aedes albopictus	'Preah Vihear	'2.2	'3	'0.265151494435551	'18S	'2
F1519	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'10318986	'11250	'423.155429747813	'41.0074623366882	'99.9	'F1519	'Aedes albopictus	'Preah Vihear	'1.3	'2	'0.109022339985731	'18S	'1
F1520	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'13463376	'13236	'499.012866700978	'37.0644678348861	'100	'F1520	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.0983111516754787	'18S	'10
F1521	'Aedes_albopictus_18S_MNAF02000094_105101_107043	'9727498	'5134	'193.358208955224	'19.8774863747311	'99.95	'F1521	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.052778216968022	'18S	'10
F1003	'Aedes_albopictus_28S_L22060_1197_5298	'9634240	'2162	'38.4563627498781	'3.99163429080842	'97.66	'F1003	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0.022440794499618	'28S	'3
F1004	'Aedes_albopictus_28S_L22060_1197_5298	'10499140	'2797	'50.068746952706	'4.76884268165831	'96.93	'F1004	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.0266402772036567	'28S	'6
F1005	'Aedes_albopictus_28S_L22060_1197_5298	'11350982	'1707	'30.0333983422721	'2.64588546984499	'94.17	'F1005	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.0150383464620065	'28S	'1
F1006	'Aedes_albopictus_28S_L22060_1197_5298	'14489092	'1268	'22.6821062896148	'1.5654608507983	'97.73	'F1006	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.00875141106150751	'28S	'6
F1007	'Aedes_albopictus_28S_L22060_1197_5298	'11425918	'4633	'81.2935153583618	'7.11483448055218	'96.98	'F1007	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0.0405481642700394	'28S	'3
F1008	'Aedes_albopictus_28S_L22060_1197_5298	'7570608	'8120	'144.949780594832	'19.146385679305	'98.73	'F1008	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.107256907239154	'28S	'6
F1009	'Aedes_albopictus_28S_L22060_1197_5298	'14390748	'2498	'42.4900048756704	'2.95259182327912	'93.34	'F1009	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.0173583749781457	'28S	'1
F1010	'Aedes_albopictus_28S_L22060_1197_5298	'9240394	'685	'12.084349098001	'1.30777422456239	'96.44	'F1010	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0.00741310381353869	'28S	'3
F1012	'Aedes_albopictus_28S_L22060_1197_5298	'11964064	'11812	'210.672842515846	'17.6088027041519	'99.24	'F1012	'Aedes albopictus	'Battambang & Pailin	'2.2	'3	'0.0987289937599799	'28S	'2
F1013	'Aedes_albopictus_28S_L22060_1197_5298	'9724094	'21665	'386.556070209654	'39.752399576727	'98.9	'F1013	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.22279710582806	'28S	'6
F1014	'Aedes_albopictus_28S_L22060_1197_5298	'8846766	'33689	'600.784982935154	'67.9101247772523	'99.22	'F1014	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.380805822150151	'28S	'6
F1015	'Aedes_albopictus_28S_L22060_1197_5298	'12581618	'1702	'25.9219892735251	'2.06030649424622	'79.86	'F1015	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.013527671878132	'28S	'1
F1016	'Aedes_albopictus_28S_L22060_1197_5298	'7917742	'1521	'27.0102389078498	'3.41135628160779	'99.24	'F1016	'Aedes albopictus	'Battambang & Pailin	'5.1	'5	'0.0192100222512934	'28S	'5
F1017	'Aedes_albopictus_28S_L22060_1197_5298	'8961060	'6817	'116.054851292053	'12.951018215708	'98.83	'F1017	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.0760735895083841	'28S	'6
F1069	'Aedes_albopictus_28S_L22060_1197_5298	'9625510	'16380	'292.334958556802	'30.3708539658472	'99.15	'F1069	'Aedes albopictus	'Sihanuokville	'2.2	'3	'0.170172801233389	'28S	'2
F1070	'Aedes_albopictus_28S_L22060_1197_5298	'9303792	'2651	'46.8383715260848	'5.03433132706372	'97.64	'F1070	'Aedes albopictus	'Sihanuokville	'1.3	'1	'0.0284937582439504	'28S	'1
F1071	'Aedes_albopictus_28S_L22060_1197_5298	'12015636	'44753	'791.981228668942	'65.912551667589	'47.05	'F1071	'Aedes albopictus	'Sihanuokville	'15.1	'15	'0.372456356034753	'28S	'15
F1074	'Aedes_albopictus_28S_L22060_1197_5298	'5891662	'8144	'141.692588980985	'24.0496805453172	'41.76	'F1074	'Aedes albopictus	'Sihanuokville	'15.2	'15	'0.138229246687946	'28S	'15
F1075	'Aedes_albopictus_28S_L22060_1197_5298	'9291614	'2493	'44.717698683569	'4.81269440202413	'96.64	'F1075	'Aedes albopictus	'Sihanuokville	'1.3	'1	'0.0268306453539719	'28S	'1
F1076	'Aedes_albopictus_28S_L22060_1197_5298	'8776532	'2053	'37.0867869332033	'4.22567671754667	'97.05	'F1076	'Aedes albopictus	'Sihanuokville	'4.1	'4	'0.0233919274720357	'28S	'4
F1078	'Aedes_albopictus_28S_L22060_1197_5298	'4775444	'32518	'571.682106289615	'119.712869900603	'67.92	'F1078	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0.680941918699078	'28S	'15
F1079	'Aedes_albopictus_28S_L22060_1197_5298	'10965988	'26899	'481.310823988298	'43.891241171183	'98.98	'F1079	'Aedes albopictus	'Sihanuokville	'1.3	'2	'0.245294815204977	'28S	'1
F1080	'Aedes_albopictus_28S_L22060_1197_5298	'6434004	'55197	'966.796928327645	'150.263650493168	'84.06	'F1080	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0.857895021513819	'28S	'15
F1081	'Aedes_albopictus_28S_L22060_1197_5298	'9872238	'208911	'3730.38371526085	'377.866063932094	'75.33	'F1081	'Aedes albopictus	'Sihanuokville	'15.2	'15	'2.11614630846623	'28S	'15
F1082	'Aedes_albopictus_28S_L22060_1197_5298	'9209050	'10718	'182.162603607996	'19.7808246896255	'53.1	'F1082	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0.116385512077793	'28S	'15
F1083	'Aedes_albopictus_28S_L22060_1197_5298	'9522616	'8879	'158.495855680156	'16.644150691381	'99.02	'F1083	'Aedes albopictus	'Sihanuokville	'2.1	'2	'0.0932411849853024	'28S	'2
F1157	'Aedes_albopictus_28S_L22060_1197_5298	'14970258	'1001	'17.1596782057533	'1.14625133419566	'96.25	'F1157	'Aedes albopictus	'Pursat	'12.2	'12	'0.00668659150697336	'28S	'12
F1158	'Aedes_albopictus_28S_L22060_1197_5298	'19273744	'67338	'1176.09385665529	'61.0205187251263	'98.05	'F1158	'Aedes albopictus	'Pursat	'12.2	'12	'0.349376851741935	'28S	'12
F1159	'Aedes_albopictus_28S_L22060_1197_5298	'16056796	'2363	'40.9592881521209	'2.55090045063292	'95.86	'F1159	'Aedes albopictus	'Pursat	'12.2	'12	'0.0147165100683848	'28S	'12
F1160	'Aedes_albopictus_28S_L22060_1197_5298	'14089948	'112364	'1989.92564602633	'141.230162526244	'99.24	'F1160	'Aedes albopictus	'Pursat	'12.2	'12	'0.797476328514484	'28S	'12
F1161	'Aedes_albopictus_28S_L22060_1197_5298	'11478364	'3601	'63.7476840565578	'5.55372560554429	'98.32	'F1161	'Aedes albopictus	'Pursat	'2.1	'2	'0.0313720666115833	'28S	'2
F1162	'Aedes_albopictus_28S_L22060_1197_5298	'15312052	'41439	'732.592881521209	'47.8442002104753	'98.98	'F1162	'Aedes albopictus	'Pursat	'12.2	'12	'0.270629958675689	'28S	'12
F1163	'Aedes_albopictus_28S_L22060_1197_5298	'13920024	'6333	'111.326182350073	'7.99755678223494	'95.98	'F1163	'Aedes albopictus	'Pursat	'12.2	'12	'0.0454956112144634	'28S	'12
F1164	'Aedes_albopictus_28S_L22060_1197_5298	'14379948	'11145	'171.755485129205	'11.9440963993198	'86.01	'F1164	'Aedes albopictus	'Pursat	'12.2	'12	'0.077503757315395	'28S	'12
F1165	'Aedes_albopictus_28S_L22060_1197_5298	'9654426	'27876	'489.341784495368	'50.6857460500881	'97.76	'F1165	'Aedes albopictus	'Pursat	'2.1	'2	'0.288738035798296	'28S	'2
F1167	'Aedes_albopictus_28S_L22060_1197_5298	'12688622	'9775	'170.422720624086	'13.4311448969073	'96.64	'F1167	'Aedes albopictus	'Pursat	'12.2	'12	'0.0770375222778329	'28S	'12
F1168	'Aedes_albopictus_28S_L22060_1197_5298	'10210344	'14643	'259.32301316431	'25.3980681908768	'96.29	'F1168	'Aedes albopictus	'Pursat	'12.2	'12	'0.143413385484368	'28S	'12
F1171	'Aedes_albopictus_28S_L22060_1197_5298	'13368048	'21381	'373.878108239883	'27.9680405276734	'98.42	'F1171	'Aedes albopictus	'Pursat	'12.2	'12	'0.159941077410853	'28S	'12
F1341	'Aedes_albopictus_28S_L22060_1197_5298	'13828390	'4272	'76.4007801072648	'5.52492228721238	'98	'F1341	'Aedes albopictus	'Kompong Thom	'1.1	'1	'0.0308929672940957	'28S	'1
F1342	'Aedes_albopictus_28S_L22060_1197_5298	'14561332	'618	'10.5804485616772	'0.726612686372183	'94.83	'F1342	'Aedes albopictus	'Kompong Thom	'1.2	'1	'0.00424411722773713	'28S	'1
F1343	'Aedes_albopictus_28S_L22060_1197_5298	'9529354	'2469	'41.6196977084349	'4.36752561699722	'96.34	'F1343	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0259094163151038	'28S	'7
F1344	'Aedes_albopictus_28S_L22060_1197_5298	'10417470	'2306	'39.0736226231107	'3.7507785117798	'97.2	'F1344	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0221358928799411	'28S	'7
F1345	'Aedes_albopictus_28S_L22060_1197_5298	'10437050	'4916	'84.9892735251097	'8.14303596563298	'95.22	'F1345	'Aedes albopictus	'Kompong Thom	'5.2	'5	'0.0471014319180228	'28S	'5
F1348	'Aedes_albopictus_28S_L22060_1197_5298	'12380086	'310	'4.70429058995612	'0.379988522693309	'88.37	'F1348	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.00250402137755747	'28S	'7
F1349	'Aedes_albopictus_28S_L22060_1197_5298	'10342374	'1416	'23.1121404193077	'2.23470360086646	'91.32	'F1349	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0136912472900322	'28S	'7
F1350	'Aedes_albopictus_28S_L22060_1197_5298	'10664650	'1799	'30.3744514870795	'2.84814330400711	'93.69	'F1350	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0168688142601961	'28S	'7
F1508	'Aedes_albopictus_28S_L22060_1197_5298	'12379428	'33288	'593.457825451	'47.9390344570847	'98.95	'F1508	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.268897722899636	'28S	'10
F1509	'Aedes_albopictus_28S_L22060_1197_5298	'13942914	'50447	'897.95831301804	'64.4024852350119	'99.05	'F1509	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.361811024582092	'28S	'10
F1511	'Aedes_albopictus_28S_L22060_1197_5298	'10745084	'61182	'1094.02242808386	'101.816088928096	'99.29	'F1511	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.569395269501848	'28S	'1
F1513	'Aedes_albopictus_28S_L22060_1197_5298	'7785214	'941	'16.8115553388591	'2.15942109476491	'95.64	'F1513	'Aedes albopictus	'Preah Vihear	'4.1	'4	'0.0120870152060046	'28S	'4
F1514	'Aedes_albopictus_28S_L22060_1197_5298	'10419326	'11094	'197.013408093613	'18.9084599228024	'98.27	'F1514	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.106475217302923	'28S	'10
F1515	'Aedes_albopictus_28S_L22060_1197_5298	'9741362	'35586	'636.776450511945	'65.3683181583792	'99.34	'F1515	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.365308259769014	'28S	'1
F1516	'Aedes_albopictus_28S_L22060_1197_5298	'6798842	'24859	'444.044612384203	'65.3118005072339	'90.74	'F1516	'Aedes albopictus	'Preah Vihear	'17	'20	'0.365635795036861	'28S	'17
F1517	'Aedes_albopictus_28S_L22060_1197_5298	'10722820	'12024	'213.931984397855	'19.9510934994577	'97.81	'F1517	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.11213468098877	'28S	'10
F1518	'Aedes_albopictus_28S_L22060_1197_5298	'14627864	'52359	'935.802779132131	'63.9739868467557	'99.32	'F1518	'Aedes albopictus	'Preah Vihear	'2.2	'3	'0.357940161324989	'28S	'2
F1519	'Aedes_albopictus_28S_L22060_1197_5298	'10318986	'34422	'615.353242320819	'59.6331114627754	'99.1	'F1519	'Aedes albopictus	'Preah Vihear	'1.3	'2	'0.333579287732341	'28S	'1
F1520	'Aedes_albopictus_28S_L22060_1197_5298	'13463376	'39627	'705.544124817162	'52.4046958814165	'99.49	'F1520	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.294331822865231	'28S	'10
F1521	'Aedes_albopictus_28S_L22060_1197_5298	'9727498	'15478	'275.14602632862	'28.2853850320627	'98.81	'F1521	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.159115941221473	'28S	'10
F1003	'Aedes_albopictus_5p8S_MQSRNAGN	'9634240	'2	'1.34862385321101	'0.139982380884326	'73.39	'F1003	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'2.07592918590361e-05	'5.8S	'3
F1004	'Aedes_albopictus_5p8S_MQSRNAGN	'10499140	'6	'4.01834862385321	'0.382731216447558	'89.91	'F1004	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'5.7147537798334e-05	'5.8S	'6
F1005	'Aedes_albopictus_5p8S_MQSRNAGN	'11350982	'0	'0	'0	'0	'F1005	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0	'5.8S	'1
F1006	'Aedes_albopictus_5p8S_MQSRNAGN	'14489092	'0	'0	'0	'0	'F1006	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0	'5.8S	'6
F1007	'Aedes_albopictus_5p8S_MQSRNAGN	'11425918	'3	'1.99082568807339	'0.174237701344732	'92.66	'F1007	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'2.62560960090909e-05	'5.8S	'3
F1008	'Aedes_albopictus_5p8S_MQSRNAGN	'7570608	'18	'12.1743119266055	'1.60810227218283	'90.83	'F1008	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.000237761617032608	'5.8S	'6
F1009	'Aedes_albopictus_5p8S_MQSRNAGN	'14390748	'0	'0	'0	'0	'F1009	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0	'5.8S	'1
F1010	'Aedes_albopictus_5p8S_MQSRNAGN	'9240394	'0	'0	'0	'0	'F1010	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0	'5.8S	'3
F1012	'Aedes_albopictus_5p8S_MQSRNAGN	'11964064	'43	'26.9174311926606	'2.24985683733057	'93.58	'F1012	'Aedes albopictus	'Battambang & Pailin	'2.2	'3	'0.000359409645418146	'5.8S	'2
F1013	'Aedes_albopictus_5p8S_MQSRNAGN	'9724094	'50	'33.348623853211	'3.42948390392061	'93.58	'F1013	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.000514186720120147	'5.8S	'6
F1014	'Aedes_albopictus_5p8S_MQSRNAGN	'8846766	'77	'51.5688073394495	'5.82911397672884	'95.41	'F1014	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.00087037455268965	'5.8S	'6
F1015	'Aedes_albopictus_5p8S_MQSRNAGN	'12581618	'0	'0	'0	'0	'F1015	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0	'5.8S	'1
F1016	'Aedes_albopictus_5p8S_MQSRNAGN	'7917742	'0	'0	'0	'0	'F1016	'Aedes albopictus	'Battambang & Pailin	'5.1	'5	'0	'5.8S	'5
F1017	'Aedes_albopictus_5p8S_MQSRNAGN	'8961060	'15	'9.19266055045872	'1.02584521813923	'92.66	'F1017	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.000167390911343078	'5.8S	'6
F1069	'Aedes_albopictus_5p8S_MQSRNAGN	'9625510	'61	'41.3577981651376	'4.29668642649975	'100	'F1069	'Aedes albopictus	'Sihanuokville	'2.2	'3	'0.000633732654165857	'5.8S	'2
F1070	'Aedes_albopictus_5p8S_MQSRNAGN	'9303792	'3	'2.05504587155963	'0.220882611257822	'69.72	'F1070	'Aedes albopictus	'Sihanuokville	'1.3	'1	'3.22449169112981e-05	'5.8S	'1
F1071	'Aedes_albopictus_5p8S_MQSRNAGN	'12015636	'0	'0	'0	'0	'F1071	'Aedes albopictus	'Sihanuokville	'15.1	'15	'0	'5.8S	'15
F1074	'Aedes_albopictus_5p8S_MQSRNAGN	'5891662	'0	'0	'0	'0	'F1074	'Aedes albopictus	'Sihanuokville	'15.2	'15	'0	'5.8S	'15
F1075	'Aedes_albopictus_5p8S_MQSRNAGN	'9291614	'4	'2.74311926605505	'0.295225271524952	'76.15	'F1075	'Aedes albopictus	'Sihanuokville	'1.3	'1	'4.30495713661803e-05	'5.8S	'1
F1076	'Aedes_albopictus_5p8S_MQSRNAGN	'8776532	'1	'0.688073394495413	'0.0783992349706482	'68.81	'F1076	'Aedes albopictus	'Sihanuokville	'4.1	'4	'1.13940221490675e-05	'5.8S	'4
F1078	'Aedes_albopictus_5p8S_MQSRNAGN	'4775444	'0	'0	'0	'0	'F1078	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0	'5.8S	'15
F1079	'Aedes_albopictus_5p8S_MQSRNAGN	'10965988	'30	'18.6605504587156	'1.70167525796267	'94.5	'F1079	'Aedes albopictus	'Sihanuokville	'1.3	'2	'0.000273573160940902	'5.8S	'1
F1080	'Aedes_albopictus_5p8S_MQSRNAGN	'6434004	'0	'0	'0	'0	'F1080	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0	'5.8S	'15
F1081	'Aedes_albopictus_5p8S_MQSRNAGN	'9872238	'0	'0	'0	'0	'F1081	'Aedes albopictus	'Sihanuokville	'15.2	'15	'0	'5.8S	'15
F1082	'Aedes_albopictus_5p8S_MQSRNAGN	'9209050	'0	'0	'0	'0	'F1082	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0	'5.8S	'15
F1083	'Aedes_albopictus_5p8S_MQSRNAGN	'9522616	'5	'3.29357798165138	'0.345869032380532	'95.41	'F1083	'Aedes albopictus	'Sihanuokville	'2.1	'2	'5.25065801246212e-05	'5.8S	'2
F1157	'Aedes_albopictus_5p8S_MQSRNAGN	'14970258	'1	'0.688073394495413	'0.04596269446361	'68.81	'F1157	'Aedes albopictus	'Pursat	'12.2	'12	'6.67991159537798e-06	'5.8S	'12
F1158	'Aedes_albopictus_5p8S_MQSRNAGN	'19273744	'211	'138.275229357798	'7.17427964996309	'93.58	'F1158	'Aedes albopictus	'Pursat	'12.2	'12	'0.00109475356734011	'5.8S	'12
F1159	'Aedes_albopictus_5p8S_MQSRNAGN	'16056796	'1	'0.403669724770642	'0.0251401166690193	'40.37	'F1159	'Aedes albopictus	'Pursat	'12.2	'12	'6.2278925384616e-06	'5.8S	'12
F1160	'Aedes_albopictus_5p8S_MQSRNAGN	'14089948	'385	'258.678899082569	'18.3591095639649	'97.25	'F1160	'Aedes albopictus	'Pursat	'12.2	'12	'0.00273244443485526	'5.8S	'12
F1161	'Aedes_albopictus_5p8S_MQSRNAGN	'11478364	'5	'3.3394495412844	'0.290934277853918	'93.58	'F1161	'Aedes albopictus	'Pursat	'2.1	'2	'4.35602146786772e-05	'5.8S	'2
F1162	'Aedes_albopictus_5p8S_MQSRNAGN	'15312052	'4	'2.75229357798165	'0.179746880299365	'93.58	'F1162	'Aedes albopictus	'Pursat	'12.2	'12	'2.61232132701744e-05	'5.8S	'12
F1163	'Aedes_albopictus_5p8S_MQSRNAGN	'13920024	'0	'0	'0	'0	'F1163	'Aedes albopictus	'Pursat	'12.2	'12	'0	'5.8S	'12
F1164	'Aedes_albopictus_5p8S_MQSRNAGN	'14379948	'0	'0	'0	'0	'F1164	'Aedes albopictus	'Pursat	'12.2	'12	'0	'5.8S	'12
F1165	'Aedes_albopictus_5p8S_MQSRNAGN	'9654426	'22	'14.1834862385321	'1.46911750512481	'92.66	'F1165	'Aedes albopictus	'Pursat	'2.1	'2	'0.000227874759203706	'5.8S	'2
F1167	'Aedes_albopictus_5p8S_MQSRNAGN	'12688622	'0	'0	'0	'0	'F1167	'Aedes albopictus	'Pursat	'12.2	'12	'0	'5.8S	'12
F1168	'Aedes_albopictus_5p8S_MQSRNAGN	'10210344	'6	'4.11009174311927	'0.402541946002923	'68.81	'F1168	'Aedes albopictus	'Pursat	'12.2	'12	'5.8763935867391e-05	'5.8S	'12
F1171	'Aedes_albopictus_5p8S_MQSRNAGN	'13368048	'9	'6.11926605504587	'0.457753148032224	'93.58	'F1171	'Aedes albopictus	'Pursat	'12.2	'12	'6.73247133762536e-05	'5.8S	'12
F1341	'Aedes_albopictus_5p8S_MQSRNAGN	'13828390	'1	'0.669724770642202	'0.0484311456823391	'67.89	'F1341	'Aedes albopictus	'Kompong Thom	'1.1	'1	'7.23149983476023e-06	'5.8S	'1
F1342	'Aedes_albopictus_5p8S_MQSRNAGN	'14561332	'0	'0	'0	'0	'F1342	'Aedes albopictus	'Kompong Thom	'1.2	'1	'0	'5.8S	'1
F1343	'Aedes_albopictus_5p8S_MQSRNAGN	'9529354	'9	'5.03669724770642	'0.528545507670973	'90.83	'F1343	'Aedes albopictus	'Kompong Thom	'7.1	'7	'9.44450169444854e-05	'5.8S	'7
F1344	'Aedes_albopictus_5p8S_MQSRNAGN	'10417470	'5	'2.94495412844037	'0.282693794984806	'72.48	'F1344	'Aedes albopictus	'Kompong Thom	'7.1	'7	'4.79962985254577e-05	'5.8S	'7
F1345	'Aedes_albopictus_5p8S_MQSRNAGN	'10437050	'3	'1.52293577981651	'0.145916305835127	'68.81	'F1345	'Aedes albopictus	'Kompong Thom	'5.2	'5	'2.87437542217389e-05	'5.8S	'5
F1348	'Aedes_albopictus_5p8S_MQSRNAGN	'12380086	'0	'0	'0	'0	'F1348	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0	'5.8S	'7
F1349	'Aedes_albopictus_5p8S_MQSRNAGN	'10342374	'0	'0	'0	'0	'F1349	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0	'5.8S	'7
F1350	'Aedes_albopictus_5p8S_MQSRNAGN	'10664650	'3	'1.00917431192661	'0.0946279823460316	'84.4	'F1350	'Aedes albopictus	'Kompong Thom	'7.1	'7	'2.81303183883203e-05	'5.8S	'7
F1508	'Aedes_albopictus_5p8S_MQSRNAGN	'12379428	'13	'8.90825688073394	'0.71960165532155	'78.9	'F1508	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0.000105012929514999	'5.8S	'10
