contig_id	pident	phylum	class	order	family	genus	species	rdrp_scan_vir_group	suggested_vir_sp	orf_id	evalue	sseqid	stitle	tax_id	rdrp_scan_evalue
F1070_NODE_95_length_2371_cov_2.746114	67	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 115	Ourlivirales	Funkelyfabi_virus	F1070_NODE_95_length_2371_cov_2.746114_1	2.8e-196	QKI79944.1	QKI79944.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 115]	2741775	7.9e-93
F1611_NODE_77_length_2429_cov_31.769166	90.2	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 64	Ourlivirales	Plasmopara_viticola_lesion_associated_ourmia_like_virus_3	F1611_NODE_77_length_2429_cov_31.769166_1	0	QKI79894.1	QKI79894.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 64]	2741844	2.3e-103
F1611_NODE_152_length_2053_cov_3.285786	55.5	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Aspergillus flavus magoulivirus 1	Ourlivirales	Colockles_virus	F1611_NODE_152_length_2053_cov_3.285786_1	3.5e-146	UAW09569.1	UAW09569.1 MAG: RNA-dependent RNA polymerase [Aspergillus flavus magoulivirus 1]	2871716	4.3e-129
F1353_NODE_7_length_2498_cov_283.717560	65.3	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 96	Ourlivirales	Cogillar_virus	F1353_NODE_7_length_2498_cov_283.717560_1	1.2e-229	QKI79926.1	QKI79926.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 96]	2741876	3.4e-131
F1357_NODE_209_length_2151_cov_308.112595	84.4	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 33	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_33	F1357_NODE_209_length_2151_cov_308.112595_1	1.8e-306	QKI79863.1	QKI79863.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 33]	2741813	7.2e-134
F1484_NODE_54_length_2792_cov_4.601388	85.1	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Epicoccum penoulivirus	Ourlivirales	Epicoccum_nigrum_ourmia_like_virus_2	F1484_NODE_54_length_2792_cov_4.601388_1	0	QDB75005.1	QDB75005.1 RNA-dependent RNA polymerase [Epicoccum nigrum ourmia-like virus 2]	2587556	1.8e-95
F1473_NODE_973_length_1580_cov_3.504918	74.1	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Pezizella ericae ourmia-like virus 1	Ourlivirales	F1473_NODE_973_length_1580_cov_3.504918	F1473_NODE_973_length_1580_cov_3.504918_1	6.5e-184	QNN89182.1	QNN89182.1 putative RNA dependent RNA polymerase [Pezizella ericae ourmia-like virus 1]	2769356	2e-94
F1347_NODE_3_length_2331_cov_1398.506591	91.3	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_47	F1347_NODE_3_length_2331_cov_1398.506591_1	0	QGY72609.1	QGY72609.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 79]	2686552	2.8e-129
F1361_NODE_262_length_2334_cov_50.104871	82.9	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871_1	0	QGY72604.1	QGY72604.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 74]	2686547	9.4e-132
F1395_NODE_195_length_2846_cov_11.463991	91.9	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 82	Ourlivirales	Erysiphales_ourmia_like_virus_2	F1395_NODE_195_length_2846_cov_11.463991_1	0	QKI79912.1	QKI79912.1 RNA-dependent RNA polymerase, partial [Erysiphe necator associated ourmia-like virus 82]	2741862	4.8e-111
F1182_NODE_14_length_2324_cov_40.641692	73.5	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_14_subsp2	F1182_NODE_14_length_2324_cov_40.641692_1	2.1e-282	QKI79844.1	QKI79844.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 14]	2741794	4.2e-133
F1584_NODE_52_length_2510_cov_11.737271	73.2	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_14_subsp3	F1584_NODE_52_length_2510_cov_11.737271_1	5.6e-280	QKI79844.1	QKI79844.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 14]	2741794	1.4e-133
F1585_NODE_2_length_2559_cov_71.784345	46.1	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	Ourlivirales	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345_1	7e-145	QDB75001.1	QDB75001.1 MAG: RNA-dependent RNA polymerase [Cladosporium uredinicola ourmiavirus 1]	2587564	3.1e-117
F1588_NODE_16_length_2162_cov_36.273849	96	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	Ourlivirales	Bremia_lactucae_associated_ourmia_like_virus_1_subsp2	F1588_NODE_16_length_2162_cov_36.273849_1	0	QIP68025.1	QIP68025.1 RNA-dependent RNA polymerase [Bremia lactucae associated ourmia-like virus 1]	2719805	2e-114
F1012_NODE_304_length_2419_cov_54.767343	96.5	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae	Ourlivirales	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	F1012_NODE_304_length_2419_cov_54.767343_1	0	QGY72580.1	QGY72580.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 50]	2686521	1.6e-121
F1257_NODE_34_length_2521_cov_73.984590	51.3	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Diplodia seriata botourmiavirus 1	Ourlivirales	Cludgened_virus	F1257_NODE_34_length_2521_cov_73.984590_1	3.7e-159	UOK20173.1	UOK20173.1 RNA dependent RNA polymerase [Diplodia seriata botourmiavirus 1]	2932871	1.4e-120
F1260_NODE_31_length_2456_cov_5.143274	70.4	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Botourmiaviridae sp.	Ourlivirales	Coddhild_virus	F1260_NODE_31_length_2456_cov_5.143274_1	7.5e-258	UJQ91978.1	UJQ91978.1 MAG: putative RNA-dependent RNA polymerase [Botourmiaviridae sp.]	2808997	6.1e-121
F1051_NODE_1_length_12044_cov_1008.365835	97.9	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Culicidavirus	Culicidavirus imjinense	Monjiviricetes	Imjin_River_virus_1	F1051_NODE_1_length_12044_cov_1008.365835_1	0	YP_009182177.1	YP_009182177.1 putative RNA-dependent RNA polymerase [Imjin River virus 1]	1758883	3.2e-183
F1543_NODE_2_length_10836_cov_97.382989	73.4	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus	Almendravirus menghai	Monjiviricetes	F1543_NODE_2_length_10836_cov_97.382989	F1543_NODE_2_length_10836_cov_97.382989_4	0	QSL97717.1	QSL97717.1 L protein [Menghai rhabdovirus]	1919071	2.1e-150
F1097_NODE_1_length_12217_cov_2063.855123	52.8	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Monjiviricetes	F1097_NODE_1_length_12217_cov_2063.855123	F1097_NODE_1_length_12217_cov_2063.855123_4	0	DAZ85658.1	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	1.9e-190
F1098_NODE_3_length_12183_cov_705.053183	72.7	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Formosus virus	Monjiviricetes	Arindly_virus	F1098_NODE_3_length_12183_cov_705.053183_4	0	DAZ85663.1	DAZ85663.1 TPA_asm: large polymerase protein [Formosus virus]	2892543	2.3e-181
F1429_NODE_1_length_14505_cov_534.938062	99.7	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	Monjiviricetes	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062_5	0	QEM39120.1	QEM39120.1 RNA-dependent RNA polymerase [Guadeloupe Culex rhabdovirus]	2607740	4.3e-224
F1058_NODE_3_length_12924_cov_213.147486	99.9	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Gylbovirus	Gylbovirus aagae	Monjiviricetes	Aedes_anphevirus	F1058_NODE_3_length_12924_cov_213.147486_5	0	AWW13507.1	AWW13507.1 RdRP protein [Aedes anphevirus]	2230910	5.1e-178
F1011_NODE_1_length_12910_cov_159.228082	64.8	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Monjiviricetes	F1011_NODE_1_length_12910_cov_159.228082	F1011_NODE_1_length_12910_cov_159.228082_5	0	DAZ85658.1	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	4.6e-195
F1016_NODE_1_length_12433_cov_88.195427	99.2	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Anphevirus	Aedes albopictus anphevirus	Monjiviricetes	Aedes_albopictus_anphevirus	F1016_NODE_1_length_12433_cov_88.195427_4	0	QOW17628.1	QOW17628.1 RNA-dependent RNA polymerase [Aedes albopictus anphevirus]	2783999	5.5e-173
F1032_NODE_1_length_13213_cov_14.139915	71.2	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Doupovirus	Doupovirus australiaense	Monjiviricetes	F1032_NODE_1_length_13213_cov_14.139915	F1032_NODE_1_length_13213_cov_14.139915_4	0	ASA47413.1	ASA47413.1 RdRp [Culex mononega-like virus 2]	2010272	1.1e-173
F1107_NODE_4_length_4693_cov_19.984260	73	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Lepidopteran rhabdo-related virus OKIAV3	Monjiviricetes	F1107_NODE_4_length_4693_cov_19.984260	F1107_NODE_4_length_4693_cov_19.984260_1	0	QMP82217.1	QMP82217.1 RNA-dependent RNA polymerase [Lepidopteran rhabdo-related virus OKIAV3]	2746298	2.5e-51
F1356_NODE_1_length_12554_cov_1575.312665	86.1	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Anphevirus	Anphevirus sp.	Monjiviricetes	Xincheng_Mosquito_Virus	F1356_NODE_1_length_12554_cov_1575.312665_4	0	QTW97829.1	QTW97829.1 RNA-dependent RNA polymerase [Anphevirus sp.]	2809151	5.7e-158
F1341_NODE_1_length_10408_cov_43.617212	48.2	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	Monjiviricetes	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_3	0	QRW41859.1	QRW41859.1 MAG: RNA-dependent RNA polymerase [Merida virus]	1803034	6e-161
F1276_NODE_1_length_11166_cov_10233.738097	77.9	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus tritaeniorhynchus	Monjiviricetes	Arlicasen_virus	F1276_NODE_1_length_11166_cov_10233.738097_6	0	BBQ05111.1	BBQ05111.1 RNA-dependent RNA polymerase [Culex tritaeniorhynchus rhabdovirus]	936308	1.4e-140
F1187_NODE_3_length_11590_cov_460.255743	66.2	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Riverside virus 1	Monjiviricetes	F1187_NODE_3_length_11590_cov_460.255743	F1187_NODE_3_length_11590_cov_460.255743_4	0	YP_009552820.1	YP_009552820.1 large protein [Riverside virus 1]	1803263	2.6e-165
F1535_NODE_4_length_12152_cov_28.768951	52.8	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Monjiviricetes	F1535_NODE_4_length_12152_cov_28.768951	F1535_NODE_4_length_12152_cov_28.768951_4	0	DAZ85658.1	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	3.2e-190
F1568_NODE_1_length_14237_cov_127.790439	69.3	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	Monjiviricetes	Ardicrand_virus	F1568_NODE_1_length_14237_cov_127.790439_5	0	QTW97825.1	QTW97825.1 RNA-dependent RNA polymerase [Wuhan Mosquito Virus 9]	1608134	7.4e-201
F1588_NODE_1_length_11833_cov_1389.869587	69.7	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	Monjiviricetes	Begrized_virus	F1588_NODE_1_length_11833_cov_1389.869587_4	0	QRW41854.1	QRW41854.1 MAG: RNA-dependent RNA polymerase [Merida virus]	1803034	4.6e-154
F1034_NODE_1_length_13892_cov_121.603310	68.6	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	Monjiviricetes	Antlested_virus	F1034_NODE_1_length_13892_cov_121.603310_5	0	QTW97825.1	QTW97825.1 RNA-dependent RNA polymerase [Wuhan Mosquito Virus 9]	1608134	1.8e-199
F1076_NODE_1_length_12577_cov_70.836049	98.4	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Monjiviricetes	San_Gabriel_mononegavirus	F1076_NODE_1_length_12577_cov_70.836049_5	0	DAZ85658.1	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	4.4e-199
F1198_NODE_97_length_1341_cov_56.915241	61.5	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	Monjiviricetes	F1198_NODE_97_length_1341_cov_56.915241	F1198_NODE_97_length_1341_cov_56.915241_1	1.6e-161	QRW41713.1	QRW41713.1 MAG: RNA-dependent RNA polymerase [Canya virus]	2800909	3.1e-20
F1469_NODE_1254_length_1943_cov_3.096398	35.3	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	Monjiviricetes	F1469_NODE_1254_length_1943_cov_3.096398	F1469_NODE_1254_length_1943_cov_3.096398_1	2.2e-110	QRW41713.1	QRW41713.1 MAG: RNA-dependent RNA polymerase [Canya virus]	2800909	8.3e-59
F1632_NODE_476_length_2529_cov_2.204931	37.8	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	Monjiviricetes	F1632_NODE_476_length_2529_cov_2.204931	F1632_NODE_476_length_2529_cov_2.204931_1	1.7e-132	QRW41713.1	QRW41713.1 MAG: RNA-dependent RNA polymerase [Canya virus]	2800909	2.4e-72
F1632_NODE_737_length_2202_cov_1.634839	39.4	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	Monjiviricetes	F1632_NODE_737_length_2202_cov_1.634839	F1632_NODE_737_length_2202_cov_1.634839_1	2.3e-141	QRW41713.1	QRW41713.1 MAG: RNA-dependent RNA polymerase [Canya virus]	2800909	4.1e-15
F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera	98.4	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	Nidovirales	Nam_Dinh_virus	F1576_NODE_2_length_14073_cov_9898.004851_2	0	AHA43392.1	AHA43392.1 pp1ab polyprotein [Nam Dinh virus]	325676	4.2e-122
F1429_NODE_4_length_9909_cov_248.781510	66.8	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Bundaberg bee virus 1	Picornavirales	F1429_NODE_4_length_9909_cov_248.781510	F1429_NODE_4_length_9909_cov_248.781510_1	0	AWK77854.1	AWK77854.1 nonstructural polyprotein [Bundaberg bee virus 1]	2201284	4.4e-107
F1429_NODE_5_length_7904_cov_47.608613	71.4	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	Flumine dicistrovirus 1	Picornavirales	Freiandnes_virus	F1429_NODE_5_length_7904_cov_47.608613_1	0	UQB75999.1	UQB75999.1 non-structural polyprotein [Flumine dicistrovirus 1]	2940672	2.6e-106
F1429_NODE_9_length_6621_cov_210.512641	57.7	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Solenopsis invicta virus 6	Picornavirales	Furrupy_virus	F1429_NODE_9_length_6621_cov_210.512641_1	0	QBL75887.1	QBL75887.1 putative non-structural polyprotein [Solenopsis invicta virus 6]	2547312	1.4e-108
F1539_NODE_1_length_9238_cov_54.876511	65.7	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Serbia picorna-like virus 1	Picornavirales	F1539_NODE_1_length_9238_cov_54.876511	F1539_NODE_1_length_9238_cov_54.876511_1	0	QNS17456.1	QNS17456.1 RNA-dependent RNA polymerase [Serbia picorna-like virus 1]	2771461	3.6e-131
F1611_NODE_1_length_8792_cov_16.197093	31.4	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sanya iflavirus 2	Picornavirales	Dunhowed_virus	F1611_NODE_1_length_8792_cov_16.197093_1	0	UHR49801.1	UHR49801.1 MAG: polyprotein [Sanya iflavirus 2]	2905306	2.1e-70
F1028_NODE_2_length_10934_cov_8.183013	99.8	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	Chipolycivirus	Hubei chipolycivirus	Picornavirales	Hubei_chipolycivirus	F1028_NODE_2_length_10934_cov_8.183013_5	0	YP_009330058.1	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82]	1923167	8.1e-62
F1453_NODE_1_length_9739_cov_1041.856671	84.2	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Isahaya Culex iflavirus	Picornavirales	Doriptiled_virus	F1453_NODE_1_length_9739_cov_1041.856671_1	0	BBQ04783.1	BBQ04783.1 RNA-dependent RNA polymerase [Isahaya Culex iflavirus]	2683676	1.6e-109
F1457_NODE_1_length_9780_cov_2915.760617	91.2	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Yongsan picorna-like virus 2	Picornavirales	Yongsan_picorna_like_virus_2	F1457_NODE_1_length_9780_cov_2915.760617_1	0	AXV43894.1	AXV43894.1 polyprotein [Yongsan picorna-like virus 2]	2315805	1.7e-78
F1090_NODE_3_length_9180_cov_148.045808	70.4	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Armigeres iflavirus	Picornavirales	Drungrega_virus	F1090_NODE_3_length_9180_cov_148.045808_1	0	YP_009448183.1	YP_009448183.1 polyprotein [Armigeres iflavirus]	2018471	1.8e-113
F1357_NODE_1_length_8923_cov_874.674335	89.7	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Hubei mosquito virus 1	Picornavirales	Hubei_mosquito_virus_1	F1357_NODE_1_length_8923_cov_874.674335_1	0	APG77953.1	APG77953.1 hypothetical protein [Hubei mosquito virus 1]	1922925	1.9e-118
F1452_NODE_2_length_10284_cov_1155.393489	99.8	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Wuhan insect virus 33	Picornavirales	Wuhan_insect_virus_33	F1452_NODE_2_length_10284_cov_1155.393489_2	0	YP_009345032.1	YP_009345032.1 hypothetical protein 1 [Wuhan insect virus 33]	1923736	3.5e-123
F1605_NODE_1_length_9870_cov_225.745695	93.5	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Zhejiang mosquito virus 1	Picornavirales	Zhejiang_mosquito_virus_1	F1605_NODE_1_length_9870_cov_225.745695_1	0	YP_009345020.1	YP_009345020.1 hypothetical protein [Zhejiang mosquito virus 1]	1923778	3.2e-81
F1517_NODE_31_length_3050_cov_4493.100501	99.8	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	NA	Guangzhou sobemo-like virus	Sobelivirales	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501_2	1.6e-265	QOI91441.1	QOI91441.1 RNA-dependent RNA polymerase [Guangzhou sobemo-like virus]	2778220	4.2e-108
F1039_NODE_258_length_2881_cov_647.872611	94.6	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Culex luteo-like virus	Sobelivirales	Culex_luteo_like_virus	F1039_NODE_258_length_2881_cov_647.872611_2	1.8e-214	ASA47392.1	ASA47392.1 RdRp [Culex luteo-like virus]	2010270	1.7e-77
F1216_NODE_3_length_2896_cov_592.429426	84.1	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Kellev virus	Sobelivirales	Comfornsto_virus	F1216_NODE_3_length_2896_cov_592.429426_2	1.4e-221	QRW41864.1	QRW41864.1 MAG: RNA-dependent RNA polymerase [Kellev virus]	2800921	6.2e-107
F1058_NODE_249_length_2873_cov_1427.914478	99.4	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Humaita-Tubiacanga virus	Sobelivirales	Humaita_Tubiacanga_virus	F1058_NODE_249_length_2873_cov_1427.914478_2	1.6e-295	QEM39297.1	QEM39297.1 RNA-dependent RNA polymerase [Humaita-Tubiacanga virus]	1670677	5.5e-87
F1381_NODE_255_length_2841_cov_543.011127	100	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Hubei sobemo-like virus 41	Sobelivirales	Hubei_sobemo_like_virus_41_subsp2	F1381_NODE_255_length_2841_cov_543.011127_2	7.3e-224	APG75843.1	APG75843.1 hypothetical protein 2 [Hubei sobemo-like virus 41]	1923229	2.6e-82
F1032_NODE_17_length_3181_cov_1736.585413	83.8	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Kellev virus	Sobelivirales	F1032_NODE_17_length_3181_cov_1736.585413	F1032_NODE_17_length_3181_cov_1736.585413_2	5.6e-226	QRW41864.1	QRW41864.1 MAG: RNA-dependent RNA polymerase [Kellev virus]	2800921	4.8e-104
F1527_NODE_217_length_3085_cov_411.840594	83.4	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	Sobelivirales	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_2	2.4e-229	QRW42394.1	QRW42394.1 RNA-dependent RNA polymerase [Guadeloupe mosquito virus]	2607735	4.5e-108
F1127_NODE_300_length_3117_cov_993.590790	84	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Kellev virus	Sobelivirales	F1127_NODE_300_length_3117_cov_993.590790	F1127_NODE_300_length_3117_cov_993.590790_2	3.3e-226	QRW41864.1	QRW41864.1 MAG: RNA-dependent RNA polymerase [Kellev virus]	2800921	1.3e-105
F1020_NODE_17_length_2786_cov_37.069205	87.6	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Hubei sobemo-like virus 41	Sobelivirales	Hubei_sobemo_like_virus_41_subsp1	F1020_NODE_17_length_2786_cov_37.069205_2	1.9e-200	APG75843.1	APG75843.1 hypothetical protein 2 [Hubei sobemo-like virus 41]	1923229	1.3e-81
F1276_NODE_48_length_2574_cov_4.979754	57.1	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Hubei sobemo-like virus 47	Sobelivirales	F1276_NODE_48_length_2574_cov_4.979754	F1276_NODE_48_length_2574_cov_4.979754_2	1.2e-119	YP_009329996.1	YP_009329996.1 hypothetical protein 2 [Hubei sobemo-like virus 47]	1923235	2e-91
F1502_NODE_85_length_2916_cov_12.682279	60.6	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Xingshan nematode virus 5	Sobelivirales	F1502_NODE_85_length_2916_cov_12.682279	F1502_NODE_85_length_2916_cov_12.682279_2	3.7e-164	YP_009345118.1	YP_009345118.1 RdRp [Xingshan nematode virus 5]	1923764	5e-112
F1261_NODE_1_length_2988_cov_1102.824412	91.4	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Broome luteo-like virus 1	Sobelivirales	Broome_luteo_like_virus_1	F1261_NODE_1_length_2988_cov_1102.824412_3	3.6e-207	QLJ83480.1	QLJ83480.1 RNA-dependent RNA polymerase [Broome luteo-like virus 1]	2755148	8.8e-79
F1194_NODE_164_length_3752_cov_1084.265350	65.2	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Dinovernavirus	Fako virus	Reovirales	Forfical_virus	F1194_NODE_164_length_3752_cov_1084.265350_1	0	YP_009104379.1	YP_009104379.1 RNA-dependent RNA polymerase [Fako virus]	1567404	9.1e-122
F1611_NODE_5_length_4584_cov_2369.060057	29.2	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Phytoreovirus	Rice dwarf virus	Reovirales	Ficircumes_virus	F1611_NODE_5_length_4584_cov_2369.060057_1	3.4e-160	Q02119.1	Q02119.1 RecName: Full=RNA-directed RNA polymerase P1; AltName: Full=Replicase [Rice dwarf virus (isolate Akita)]	10991	5.9e-62
F1168_NODE_3_length_4269_cov_1634.693878	30.2	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	NA	Shenzhen reo-like virus 2	Reovirales	F1168_NODE_3_length_4269_cov_1634.693878	F1168_NODE_3_length_4269_cov_1634.693878_1	4.6e-151	QPN36924.1	QPN36924.1 hypothetical protein [Shenzhen reo-like virus 2]	2789380	3.9e-44
F1429_NODE_41_length_3715_cov_163.154918	98.2	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Hubei reo-like virus 7	Reovirales	Hubei_reo_like_virus_7	F1429_NODE_41_length_3715_cov_163.154918_1	0	AZL88835.1	AZL88835.1 RNA-dependent RNA polymerase [Hubei reo-like virus 7]	1923182	2.1e-94
F1102_NODE_96_length_4042_cov_224.580637	59.8	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Lasigmu virus	Reovirales	Erroyantry_virus	F1102_NODE_96_length_4042_cov_224.580637_1	0	QRW41688.1	QRW41688.1 MAG: RNA-dependent RNA polymerase [Lasigmu virus]	2800924	1.8e-85
F1187_NODE_97_length_3950_cov_14.483184	39.8	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Lasigmu virus	Reovirales	Eshizing_virus	F1187_NODE_97_length_3950_cov_14.483184_1	7.8e-254	QRW41688.1	QRW41688.1 MAG: RNA-dependent RNA polymerase [Lasigmu virus]	2800924	4.4e-77
F1497_NODE_21_length_4260_cov_380.850178	59.2	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	NA	Grapevine-associated tombus-like virus 4	Tolivirales	Getately_virus	F1497_NODE_21_length_4260_cov_380.850178_2	4.5e-163	QXN75445.1	QXN75445.1 MAG: RNA-dependent RNA polymerase [Grapevine-associated tombus-like virus 4]	2814344	5.6e-108
F1015_NODE_16_length_5365_cov_6.108851	100	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	NA	Zizania latifolia tombusvirus	Tolivirales	Zizania_latifolia_tombusvirus	F1015_NODE_16_length_5365_cov_6.108851_2	0	QKF95588.1	QKF95588.1 hypothetical protein 2 [Zizania latifolia tombusvirus]	2739385	5.6e-148
