qseqid	tax_id	evalue	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2	orf_id	contig_id	possibly_cellular_contig	target	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	contig_set	orf_start	orf_end	orf_sense	orf_len	sseqid_be	pident_be	length_be	mismatch_be	gapopen_be	qstart_be	qend_be	sstart_be	send_be	slen_be	evalue_be	bitscore_be	stitle_be	tax_id_be	Collapsed_lineage_be	superkingdom_be	phylum_be	class_be	order_be	family_be	genus_be	species_be	kingdom_be	realm_be	clade1_be	clade2_be	rdrp_scan_vir_group	RdRP_scan_match_with_DMND	orf_id_original	qstart_be_nt	qend_be_nt
F1457_NODE_1_length_9780_cov_2915.760617_1	675074	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA	Orthornavirae	Riboviria	NA	NA	F1457_NODE_1_length_9780_cov_2915.760617_1	F1457_NODE_1_length_9780_cov_2915.760617	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	1.7e-78	256.9	9.8	1.7e-78	256.9	9.8	16	2	0	0	2	2	2	1	G	9553	236	REVERSE	9317	AXV43894.1	91.2	3088	273	0	19	3106	1	3088	3088	0	5664.3	AXV43894.1 polyprotein [Yongsan picorna-like virus 2]	2315805	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||Yongsan picorna-like virus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Yongsan picorna-like virus 2	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1457_NODE_1_length_9780_cov_2915.760617_1	NA	NA
F1460_NODE_9_length_1992_cov_43.488384_2	2719506	7.3e-147	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 22||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 22	Orthornavirae	Riboviria	NA	NA	F1460_NODE_9_length_1992_cov_43.488384_2	F1460_NODE_9_length_1992_cov_43.488384	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	5.7e-51	166.3	1.2	7.6e-51	165.8	1.2	11	1	0	0	1	1	1	1	G	1992	1	REVERSE	1991	QIR30301.1	47.7	708	308	16	3	664	3	694	763	7.3e-147	532.3	QIR30301.1 RNA-dependent RNA polymerase [Plasmopara viticola lesion associated narnavirus 22]	2719506	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 22||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 22	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1460_NODE_9_length_1992_cov_43.488384_2	NA	NA
F1506_NODE_39_length_2155_cov_15.576190_1	2010281	0	Viruses||||||Wilkie narna-like virus 2||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 2	NA	NA	NA	NA	F1506_NODE_39_length_2155_cov_15.576190_1	F1506_NODE_39_length_2155_cov_15.576190	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2.4e-44	144.3	9.7	3.4e-44	143.9	9.7	12	1	0	0	1	1	1	1	G	2154	1	REVERSE	2153	YP_009388579.1	84.7	717	108	2	1	717	2	716	1068	0	1257.3	YP_009388579.1 RdRp [Wilkie narna-like virus 2]	2010281	Viruses||||||Wilkie narna-like virus 2||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 2	NA	NA	NA	NA	Wolframvirales	no match	F1506_NODE_39_length_2155_cov_15.576190_1	NA	NA
F1506_NODE_58_length_1831_cov_21.750563_1	2603435	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Aedes aegypti totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Aedes aegypti totivirus	Orthornavirae	Riboviria	NA	NA	F1506_NODE_58_length_1831_cov_21.750563_1	F1506_NODEs_12_58_205	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	6.2e-69	225.4	1.4	6.7e-69	225.3	1.4	1	1	0	0	1	1	1	1	G	3	1718	FORWARD	1715	BBM96510.1	98.6	572	8	0	1	572	344	915	915	0	1137.9	BBM96510.1 RNA-directed RNA polymerase [Aedes aegypti totivirus]	2603435	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Aedes aegypti totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Aedes aegypti totivirus	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1506_NODE_58_length_1831_cov_21.750563_1	NA	NA
F1362_NODE_102_length_3099_cov_4.507556_1	2744810	0	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Kitaviridae|Blunervirus|Erysiphe necator associated bluner-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Blunervirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Erysiphe necator associated bluner-like virus 1	Orthornavirae	Riboviria	NA	NA	F1362_NODE_102_length_3099_cov_4.507556_1	F1362_NODE_102_length_3099_cov_4.507556	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	1.4e-26	85.5	0	2.9e-26	84.4	0	15	1	0	0	1	1	1	1	N	2	3097	FORWARD	3095	QKS69535.1	74.8	1024	256	2	9	1032	1	1022	1134	0	1550.8	QKS69535.1 RNA-dependent RNA polymerase [Erysiphe necator associated bluner-like virus 1]	2744810	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Kitaviridae|Blunervirus|Erysiphe necator associated bluner-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Blunervirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Erysiphe necator associated bluner-like virus 1	Orthornavirae	Riboviria	NA	NA	Martellivirales	BestHit	F1362_NODE_102_length_3099_cov_4.507556_1	NA	NA
F1509_NODE_206_length_2353_cov_3.070496_1	186766	1e-70	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1509_NODE_206_length_2353_cov_3.070496_1	F1509_NODE_206_length_2353_cov_3.070496	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1.2e-58	191.6	10.3	1.8e-58	191.1	10.3	12	1	0	0	1	1	1	1	G	2352	1	REVERSE	2351	QJT93754.1	31.3	732	442	21	1	708	108	802	1062	1e-70	279.6	QJT93754.1 RNA-dependent RNA polymerase [Erysiphe necator associated narnavirus 22]	2736379	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Erysiphe necator associated narnavirus 22||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 22	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1509_NODE_206_length_2353_cov_3.070496_1	NA	NA
F1426_NODE_28_length_2861_cov_111.933001_2	2587543	1.1e-269	Viruses||||||Penicillium miczynskii RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Penicillium miczynskii RNA virus 1	NA	Riboviria	NA	NA	F1426_NODE_28_length_2861_cov_111.933001_2	F1426_NODE_28_length_2861_cov_111.933001	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2.4e-48	157.7	3.2	2.9e-48	157.4	3.2	1	1	0	0	1	1	1	1	G	879	2741	FORWARD	1862	QDB74980.1	76.1	569	136	0	46	614	1	569	574	1.1e-269	940.3	QDB74980.1 MAG: RNA-dependent RNA polymerase [Penicillium miczynskii RNA virus 1]	2587543	Viruses||||||Penicillium miczynskii RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Penicillium miczynskii RNA virus 1	NA	Riboviria	NA	NA	Durnavirales	no match	F1426_NODE_28_length_2861_cov_111.933001_2	NA	NA
F1427_NODE_12_length_3581_cov_418.068633_1	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1427_NODE_12_length_3581_cov_418.068633_1	F1427_NODE_12_length_3581_cov_418.068633	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	1.3e-78	257.5	9.3	3.8e-78	255.9	9.3	15	1	1	0	1	1	1	1	G	142	3501	FORWARD	3359	QRW42729.1	99.6	1118	5	0	3	1120	1	1118	1118	0	2268.8	QRW42729.1 MAG: RNA-dependent RNA polymerase [Hubei chryso-like virus 1]	1922855	Viruses||||||Hubei chryso-like virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA	Ghabrivirales	no match	F1427_NODE_12_length_3581_cov_418.068633_1	NA	NA
F1434_NODE_1_length_7484_cov_199.621349_3	2686045	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Culex vishnui subgroup totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	Orthornavirae	Riboviria	NA	NA	F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2.6e-103	339.1	0	3.6e-103	338.7	0	1	1	0	0	1	1	1	1	G	3348	250	REVERSE	3098	BBQ05098.1	82.5	982	172	0	52	1033	1	982	982	0	1674.4	BBQ05098.1 RNA-dependent RNA polymerase [Culex vishnui subgroup totivirus]	2686045	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Culex vishnui subgroup totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1434_NODE_1_length_7484_cov_199.621349_3	NA	NA
F1198_NODE_97_length_1341_cov_56.915241_1	2800909	1.6e-161	Viruses||||||Canya virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Canya virus	NA	Riboviria	NA	NA	F1198_NODE_97_length_1341_cov_56.915241_1	F1198_NODE_97_length_1341_cov_56.915241	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	3.1e-20	64.3	0	4.5e-20	63.7	0	12	1	0	0	1	1	1	1	N	1341	10	REVERSE	1331	QRW41713.1	61.5	434	167	0	1	434	905	1338	2099	1.6e-161	580.5	QRW41713.1 MAG: RNA-dependent RNA polymerase [Canya virus]	2800909	Viruses||||||Canya virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Canya virus	NA	Riboviria	NA	NA	Monjiviricetes	no match	F1198_NODE_97_length_1341_cov_56.915241_1	NA	NA
F1290_NODE_1_length_10283_cov_3875.610872_2	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1290_NODE_1_length_10283_cov_3875.610872_2	F1290_NODE_1_length_10283_cov_3875.610872	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	3.8e-153	504.2	0.1	6.2e-153	503.5	0.1	12	1	0	0	1	1	1	1	G	99	9452	FORWARD	9353	QRD99900.1	67.3	3177	933	29	17	3117	3	3149	3150	0	4161.3	QRD99900.1 MAG: polyprotein, partial [Alexandroupolis virga-like virus]	2805783	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Virgaviridae||Alexandroupolis virga-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Virgaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Alexandroupolis virga-like virus	Orthornavirae	Riboviria	NA	NA	Martellivirales	BestHit	F1290_NODE_1_length_10283_cov_3875.610872_2	NA	NA
F1292_NODE_41_length_3306_cov_5.850815_1	2949723	6.1e-26	Viruses||||||Plasmopara viticola lesion-associated ormycovirus 6||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Plasmopara viticola lesion-associated ormycovirus 6	NA	Riboviria	NA	NA	F1292_NODE_41_length_3306_cov_5.850815_1	F1292_NODE_41_length_3306_cov_5.850815	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	0.00021	12.4	0.7	0.00031	11.8	0.7	13	1	0	0	1	1	1	1	N	3306	40	REVERSE	3266	USW07198.1	29.1	405	243	12	217	604	3	380	872	6.1e-26	131.3	USW07198.1 putative RNA-dependent RNA polymerase [Plasmopara viticola lesion-associated ormycovirus 6]	2949723	Viruses||||||Plasmopara viticola lesion-associated ormycovirus 6||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Plasmopara viticola lesion-associated ormycovirus 6	NA	Riboviria	NA	NA	Wolframvirales	no match	F1292_NODE_41_length_3306_cov_5.850815_1	NA	NA
F1628_NODE_1_length_7594_cov_95.775700_1	340016	0	Viruses||||||uncultured virus||||||||||||||||||||||||||||||||environmental samples||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	uncultured virus	NA	NA	NA	NA	F1628_NODE_1_length_7594_cov_95.775700_1	F1628_NODE_1_length_7594_cov_95.775700	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	3.9e-119	391.9	2.2	6.2e-119	391.3	2.2	12	1	0	0	1	1	1	1	G	125	7453	FORWARD	7328	AGW51765.1	58.8	2430	972	15	24	2440	8	2422	2429	0	2872	AGW51765.1 RNA-dependent RNA polymerase-like protein [uncultured virus]	340016	Viruses||||||uncultured virus||||||||||||||||||||||||||||||||environmental samples||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	uncultured virus	NA	NA	NA	NA	Ellioviricetes	no match	F1628_NODE_1_length_7594_cov_95.775700_1	NA	NA
F1628_NODE_2_length_7193_cov_174.125245_1	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1628_NODE_2_length_7193_cov_174.125245_1	F1628_NODE_2_length_7193_cov_174.125245	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	1.4e-126	416.6	29.3	1.4e-126	416.6	29.3	25	2	0	0	2	2	2	1	G	3	7145	FORWARD	7142	QVU28732.1	38.2	2196	1285	38	197	2367	20	2168	2181	0	1407.9	QVU28732.1 RNA-dependent RNA polymerase [Yunnan Paris negative-stranded virus]	2836142	Viruses||||||Yunnan Paris negative-stranded virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified ssRNA negative-strand viruses||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Yunnan Paris negative-stranded virus	NA	Riboviria	NA	NA	Ellioviricetes	no match	F1628_NODE_2_length_7193_cov_174.125245_1	NA	NA
F1628_NODE_3_length_6523_cov_75.503556_1	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1628_NODE_3_length_6523_cov_75.503556_1	F1628_NODE_3_length_6523_cov_75.503556	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	7.7e-76	248.7	20.9	7.7e-76	248.7	20.9	34	2	1	3	6	6	6	1	N	6521	57	REVERSE	6464	BCH36617.1	72.7	2125	578	3	30	2154	1	2122	2123	0	3201	BCH36617.1 RNA-dependent RNA polymerase [Aspergillus fumigatus negative-stranded RNA virus 1]	2749925	Viruses||||||Aspergillus fumigatus negative-stranded RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified ssRNA negative-strand viruses||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Aspergillus fumigatus negative-stranded RNA virus 1	NA	Riboviria	NA	NA	Ellioviricetes	no match	F1628_NODE_3_length_6523_cov_75.503556_1	NA	NA
F1628_NODE_34_length_1991_cov_6.607438_1	607716	7.8e-255	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Chrysoviridae|Alphachrysovirus|Alphachrysovirus aspergilli||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli	Orthornavirae	Riboviria	NA	NA	F1628_NODE_34_length_1991_cov_6.607438_1	F1628_NODE_34_length_1991_cov_6.607438	0	Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	4e-08	24.2	0.2	4e-08	24.2	0.2	17	2	0	0	2	2	2	1	G	1932	1	REVERSE	1931	BCH36618.1	74.3	572	147	0	73	644	10	581	1114	7.8e-255	891	BCH36618.1 RNA-dependent RNA polymerase [Alphachrysovirus aspergilli]	607716	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Chrysoviridae|Alphachrysovirus|Alphachrysovirus aspergilli||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli	Orthornavirae	Riboviria	NA	NA	Duplornaviricota	BestHit	F1628_NODE_34_length_1991_cov_6.607438_1	NA	NA
F1020_NODE_17_length_2786_cov_37.069205_2	1923229	1.9e-200	Viruses||||||Hubei sobemo-like virus 41||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei sobemo-like virus 41	NA	Riboviria	NA	NA	F1020_NODE_17_length_2786_cov_37.069205_2	F1020_NODE_17_length_2786_cov_37.069205	0	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1.3e-81	267.7	8	1.6e-81	267.4	8	1	1	0	0	1	1	1	1	N	1585	98	REVERSE	1487	APG75843.1	87.6	371	46	0	125	495	1	371	372	1.9e-200	709.9	APG75843.1 hypothetical protein 2 [Hubei sobemo-like virus 41]	1923229	Viruses||||||Hubei sobemo-like virus 41||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei sobemo-like virus 41	NA	Riboviria	NA	NA	Sobelivirales	no match	F1020_NODE_17_length_2786_cov_37.069205_2	NA	NA
F1370_NODE_970_length_1742_cov_6.752223_1	11012	6.1e-301	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1370_NODE_970_length_1742_cov_6.752223_1	F1370_NODE_970_length_1742_cov_6.752223	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	4.5e-87	285.6	15.7	5.6e-87	285.3	15.7	1	1	0	0	1	1	1	1	G	1697	72	REVERSE	1625	QJW70318.1	89.6	538	56	0	4	541	1	538	539	6.1e-301	1043.9	QJW70318.1 RNA-dependent RNA polymerase [Erysiphe necator associated partitivirus 2]	2737084	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Erysiphe necator associated partitivirus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1370_NODE_970_length_1742_cov_6.752223_1	NA	NA
F1508_NODE_144_length_2236_cov_314.370931_1	35324	1.2e-248	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Orthomyxoviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1508_NODE_144_length_2236_cov_314.370931_1	F1508_NODE_144_length_2236_cov_314.370931	0	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	1.3e-154	508.4	3.9	1.7e-154	508	3.9	1	1	0	0	1	1	1	1	N	2197	44	REVERSE	2153	UDL13962.1	60.6	739	253	6	2	716	1	725	725	1.2e-248	870.5	UDL13962.1 MAG: RNA-dependent RNA polymerase subunit PB1 [Xiangshan orthomyxo-like virus]	2886237	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae||Xiangshan orthomyxo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Orthomyxoviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Xiangshan orthomyxo-like virus	Orthornavirae	Riboviria	NA	NA	Insthoviricetes	BestHit	F1508_NODE_144_length_2236_cov_314.370931_1	NA	NA
F1359_NODE_1_length_14961_cov_86.217563_1	2585030	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1359_NODE_1_length_14961_cov_86.217563_1	F1359_NODE_1_length_14961_cov_86.217563	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	6.6e-121	397.6	6.6	7.8e-83	271.6	0	46	5	0	0	5	5	5	2	N	332	8620	FORWARD	8288	QTW97797.1	61.7	2777	969	12	7	2763	1	2702	2702	0	3423.6	QTW97797.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA	Martellivirales	no match	F1359_NODE_1_length_14961_cov_86.217563_1	NA	NA
F1359_NODE_2_length_14873_cov_82.619989_1	2585030	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1359_NODE_2_length_14873_cov_82.619989_1	F1359_NODE_2_length_14873_cov_82.619989	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	6.9e-122	400.8	3.4	5.8e-83	272	0	38	4	0	0	4	4	4	2	G	14539	6284	REVERSE	8255	QTW97797.1	62.3	2749	979	13	11	2750	1	2700	2702	0	3443.7	QTW97797.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA	Martellivirales	no match	F1359_NODE_2_length_14873_cov_82.619989_1	NA	NA
F1276_NODE_1_length_11166_cov_10233.738097_6	936308	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|Merhavirus|Merhavirus tritaeniorhynchus||Riboviria||||||||||||||||||||||||||||Orthornavirae||Culex tritaeniorhynchus rhabdovirus|||||||||||||||||Alpharhabdovirinae||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus tritaeniorhynchus	Orthornavirae	Riboviria	NA	NA	F1276_NODE_1_length_11166_cov_10233.738097_6	F1276_NODE_1_length_11166_cov_10233.738097	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	1.4e-140	462.3	0.1	3.6e-140	460.9	0	16	2	0	0	2	2	2	1	G	6587	2514	REVERSE	4073	BBQ05111.1	77.9	1319	292	0	28	1346	5	1323	2123	0	2109	BBQ05111.1 RNA-dependent RNA polymerase [Culex tritaeniorhynchus rhabdovirus]	936308	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|Merhavirus|Merhavirus tritaeniorhynchus||Riboviria||||||||||||||||||||||||||||Orthornavirae||Culex tritaeniorhynchus rhabdovirus|||||||||||||||||Alpharhabdovirinae||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus tritaeniorhynchus	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1276_NODE_1_length_11166_cov_10233.738097_6	NA	NA
