Sample	'Batch	'LibPool	'site	'season	'village	'commune	'district	'city	'elevation_m	'trapping.method	'trip	'month	'genus	'subgenus	'species	'genus_species	'sex	'blood_meal	'number	'old_eppendorf	'old_box	'new_eppendorf	'new_box	'Location	'datetime_setup	'datetime_collect	'lat	'long	'id	'latlong_provided	'seq_priority	'tr	'trait
F1532	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Armigeres	'Armigeres	'subalbatus	'Armigeres subalbatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:55:00	'2019-10-23 16:02:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1532	masked, available in supplementary info or upon request	'high	'NA	'NA
F1533	'10.2	'12	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Armigeres	'Armigeres	'subalbatus	'Armigeres subalbatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:55:00	'2019-10-23 16:02:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1533	masked, available in supplementary info or upon request	'high	'NA	'NA
F1534	'10.2	'12	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Armigeres	'Armigeres	'subalbatus	'Armigeres subalbatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:55:00	'2019-10-23 16:02:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1534	masked, available in supplementary info or upon request	'high	'NA	'NA
F1535	'10.2	'12	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Armigeres	'Armigeres	'subalbatus	'Armigeres subalbatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-23 15:45:00	'2019-10-24 15:43:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1535	masked, available in supplementary info or upon request	'high	'NA	'NA
F1536	'10.2	'12	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Armigeres	'Armigeres	'subalbatus	'Armigeres subalbatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-23 16:02:00	'2019-10-24 15:59:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1536	masked, available in supplementary info or upon request	'high	'NA	'NA
F1538	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1538	masked, available in supplementary info or upon request	'high	'NA	'NA
F1541	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1539	masked, available in supplementary info or upon request	'high	'NA	'NA
F1540	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1540	masked, available in supplementary info or upon request	'high	'NA	'NA
F1542	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1542	masked, available in supplementary info or upon request	'high	'NA	'NA
F1547	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1547	masked, available in supplementary info or upon request	'high	'NA	'NA
F1548	'10.2	'10	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1548	masked, available in supplementary info or upon request	'high	'NA	'NA
F1549	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Coquillettidia	'Coquillettidia	'crassipes	'Coquillettidia crassipes	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1549	masked, available in supplementary info or upon request	'high	'NA	'NA
F1553	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'bitaeniorhynchus	'Culex bitaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1553	masked, available in supplementary info or upon request	'high	'NA	'NA
F1554	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'bitaeniorhynchus	'Culex bitaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:25:00	'2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1554	masked, available in supplementary info or upon request	'high	'NA	'NA
F1555	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'bitaeniorhynchus	'Culex bitaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:30:00	'2019-10-22 16:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1555	masked, available in supplementary info or upon request	'high	'NA	'NA
F1557	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'bitaeniorhynchus	'Culex bitaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:20:00	'2019-10-23 15:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1557	masked, available in supplementary info or upon request	'high	'NA	'NA
F1558	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'bitaeniorhynchus	'Culex bitaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-23 15:25:00	'2019-10-24 14:24:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1558	masked, available in supplementary info or upon request	'high	'NA	'NA
F1561	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'gelidus	'Culex gelidus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-23 16:02:00	'2019-10-24 15:59:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1561	masked, available in supplementary info or upon request	'high	'NA	'NA
F1569	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:45:00	'2019-10-22 15:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1569	masked, available in supplementary info or upon request	'high	'NA	'NA
F1571	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:45:00	'2019-10-22 15:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1571	masked, available in supplementary info or upon request	'high	'NA	'NA
F1572	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:45:00	'2019-10-22 15:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1572	masked, available in supplementary info or upon request	'high	'NA	'NA
F1573	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:45:00	'2019-10-22 15:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1573	masked, available in supplementary info or upon request	'high	'NA	'NA
F1574	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 15:45:00	'2019-10-22 15:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1574	masked, available in supplementary info or upon request	'high	'NA	'NA
F1576	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:00:00	'2019-10-22 15:55:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1576	masked, available in supplementary info or upon request	'high	'NA	'NA
F1579	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:40:00	'2019-10-23 15:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1579	masked, available in supplementary info or upon request	'high	'NA	'NA
F1580	'11.1	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:40:00	'2019-10-23 15:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1580	masked, available in supplementary info or upon request	'high	'NA	'NA
F1581	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'quinquefasciatus	'Culex quinquefasciatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-22 15:40:00	'2019-10-23 15:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1581	masked, available in supplementary info or upon request	'high	'NA	'NA
F1583	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:30:00	'2019-10-22 16:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1583	masked, available in supplementary info or upon request	'high	'NA	'NA
F1585	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:30:00	'2019-10-22 16:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1585	masked, available in supplementary info or upon request	'high	'NA	'NA
F1588	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:30:00	'2019-10-22 16:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1588	masked, available in supplementary info or upon request	'high	'NA	'NA
F1589	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Oculeomyia	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 16:30:00	'2019-10-22 16:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1589	masked, available in supplementary info or upon request	'high	'NA	'NA
F1590	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1590	masked, available in supplementary info or upon request	'high	'NA	'NA
F1591	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1591	masked, available in supplementary info or upon request	'high	'NA	'NA
F1592	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1592	masked, available in supplementary info or upon request	'high	'NA	'NA
F1595	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1595	masked, available in supplementary info or upon request	'high	'NA	'NA
F1596	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1596	masked, available in supplementary info or upon request	'high	'NA	'NA
F1597	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'sinensis	'Culex sinensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1597	masked, available in supplementary info or upon request	'high	'NA	'NA
F1599	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'vishnui.g	'Culex vishnui.g	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:33:00	'2019-10-22 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1599	masked, available in supplementary info or upon request	'high	'NA	'NA
F1600	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'vishnui.g	'Culex vishnui.g	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:33:00	'2019-10-22 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1600	masked, available in supplementary info or upon request	'high	'NA	'NA
F1602	'11.2	'11	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'vishnui.g	'Culex vishnui.g	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Preah Vihear	'2019-10-21 14:59:00	'2019-10-22 14:58:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1602	masked, available in supplementary info or upon request	'high	'NA	'NA
